,xB,Q2,t,phi,deg/rad,value,stat_u,syst_u,col,obs,units,hadron,lepton,E_lepton,E_hadron
477,0.185,1.63,-0.2,97.12,deg,0.5843,0.0429,0.0891,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
478,0.185,1.63,-0.2,112.19,deg,0.4091,0.0381,0.036,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
479,0.185,1.63,-0.2,127.26,deg,0.3332,0.0397,0.0477,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
480,0.185,1.63,-0.2,142.33,deg,0.2874,0.0338,0.0283,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
481,0.185,1.63,-0.2,157.4,deg,0.2216,0.0258,0.0211,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
482,0.185,1.63,-0.2,172.47,deg,0.2159,0.0297,0.0265,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
483,0.185,1.63,-0.2,187.53,deg,0.2606,0.0348,0.03,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
484,0.185,1.63,-0.2,202.6,deg,0.2588,0.0306,0.0201,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
485,0.185,1.63,-0.2,217.67,deg,0.3185,0.0328,0.0316,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
486,0.185,1.63,-0.2,232.74,deg,0.3805,0.0426,0.0263,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
487,0.185,1.63,-0.2,247.81,deg,0.4863,0.0476,0.0324,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
488,0.185,1.63,-0.2,262.88,deg,0.5579,0.0425,0.0454,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
489,0.185,1.63,-0.2,277.96,deg,0.7526,0.0515,0.0563,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
490,0.185,1.63,-0.2,292.95,deg,1.1869,0.0735,0.1079,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
491,0.185,1.63,-0.2,305.97,deg,1.4957,0.0974,0.1252,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
492,0.185,1.63,-0.26,53.76,deg,1.2772,0.0697,0.0863,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
493,0.185,1.63,-0.26,66.9,deg,0.8127,0.0498,0.085,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
494,0.185,1.63,-0.26,82.01,deg,0.4741,0.0362,0.0598,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
495,0.185,1.63,-0.26,97.1,deg,0.3527,0.0272,0.0256,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
496,0.185,1.63,-0.26,112.18,deg,0.2737,0.0252,0.0228,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
497,0.185,1.63,-0.26,127.25,deg,0.2639,0.0287,0.0277,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
498,0.185,1.63,-0.26,142.32,deg,0.1949,0.0232,0.025,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
499,0.185,1.63,-0.26,157.4,deg,0.215,0.022,0.0215,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
500,0.185,1.63,-0.26,172.47,deg,0.183,0.0228,0.0197,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
501,0.185,1.63,-0.26,187.53,deg,0.1491,0.0221,0.0378,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
502,0.185,1.63,-0.26,202.6,deg,0.2133,0.0237,0.0284,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
503,0.185,1.63,-0.26,217.68,deg,0.1949,0.0208,0.0221,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
504,0.185,1.63,-0.26,232.75,deg,0.2512,0.0264,0.033,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
505,0.185,1.63,-0.26,247.82,deg,0.2468,0.0272,0.0182,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
506,0.185,1.63,-0.26,262.9,deg,0.348,0.028,0.0246,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
507,0.185,1.63,-0.26,277.99,deg,0.403,0.0298,0.0408,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
508,0.185,1.63,-0.26,293.1,deg,0.6733,0.0462,0.0878,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
509,0.185,1.63,-0.26,306.24,deg,1.1279,0.0703,0.0836,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
510,0.185,1.63,-0.34,53.05,deg,0.7683,0.0425,0.0653,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
511,0.185,1.63,-0.34,66.88,deg,0.3719,0.0281,0.0243,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
512,0.185,1.63,-0.34,81.99,deg,0.3068,0.0254,0.0207,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
513,0.185,1.63,-0.34,97.09,deg,0.2205,0.0196,0.0179,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
514,0.185,1.63,-0.34,112.17,deg,0.1387,0.0151,0.0097,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
515,0.185,1.63,-0.34,127.25,deg,0.1466,0.0183,0.0104,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
516,0.185,1.63,-0.34,142.32,deg,0.0884,0.013,0.009,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
517,0.185,1.63,-0.34,157.39,deg,0.1179,0.0141,0.0167,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
518,0.185,1.63,-0.34,172.46,deg,0.12,0.0155,0.0166,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
519,0.185,1.63,-0.34,187.54,deg,0.0933,0.015,0.0136,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
520,0.185,1.63,-0.34,202.61,deg,0.0957,0.0137,0.0101,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
521,0.185,1.63,-0.34,217.68,deg,0.1164,0.0135,0.0098,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
522,0.185,1.63,-0.34,232.75,deg,0.1393,0.0171,0.0138,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
523,0.185,1.63,-0.34,247.83,deg,0.1679,0.0199,0.0124,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
524,0.185,1.63,-0.34,262.91,deg,0.165,0.0168,0.0149,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
525,0.185,1.63,-0.34,278.01,deg,0.3074,0.0227,0.0271,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
526,0.185,1.63,-0.34,293.12,deg,0.4551,0.0329,0.0447,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
527,0.185,1.63,-0.34,306.95,deg,0.6423,0.0432,0.0613,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
528,0.185,1.63,-0.45,51.94,deg,0.3802,0.0211,0.0249,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
529,0.185,1.63,-0.45,66.86,deg,0.2752,0.0203,0.0279,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
530,0.185,1.63,-0.45,81.98,deg,0.1494,0.0148,0.027,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
531,0.185,1.63,-0.45,97.08,deg,0.1338,0.0124,0.0142,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
532,0.185,1.63,-0.45,112.16,deg,0.0752,0.0091,0.0121,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
533,0.185,1.63,-0.45,127.24,deg,0.0834,0.0115,0.0116,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
534,0.185,1.63,-0.45,142.32,deg,0.064,0.0101,0.0112,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
535,0.185,1.63,-0.45,157.39,deg,0.0554,0.0078,0.0114,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
536,0.185,1.63,-0.45,172.47,deg,0.0673,0.0094,0.0063,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
537,0.185,1.63,-0.45,187.53,deg,0.0638,0.0111,0.0134,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
538,0.185,1.63,-0.45,202.61,deg,0.0639,0.0096,0.0084,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
539,0.185,1.63,-0.45,217.68,deg,0.0636,0.0084,0.0062,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
540,0.185,1.63,-0.45,232.76,deg,0.06,0.0087,0.0062,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
541,0.185,1.63,-0.45,247.84,deg,0.1035,0.0126,0.0104,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
542,0.185,1.63,-0.45,262.92,deg,0.0855,0.0099,0.0073,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
543,0.185,1.63,-0.45,278.02,deg,0.1542,0.0134,0.0118,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
544,0.185,1.63,-0.45,293.14,deg,0.2421,0.019,0.0239,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
545,0.185,1.63,-0.45,308.06,deg,0.4066,0.0264,0.04,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
546,0.214,1.64,-0.11,7.48,deg,2.0259,0.1136,0.1318,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
547,0.214,1.64,-0.11,22.34,deg,1.7908,0.0871,0.1416,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
548,0.214,1.64,-0.11,37.19,deg,1.4193,0.0742,0.1069,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
549,0.214,1.64,-0.11,52.16,deg,1.179,0.0768,0.0855,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
550,0.214,1.64,-0.11,67.15,deg,0.7101,0.0718,0.0572,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
551,0.214,1.64,-0.11,82.16,deg,0.5965,0.0566,0.0533,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
552,0.214,1.64,-0.11,97.19,deg,0.5707,0.0473,0.0409,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
553,0.214,1.64,-0.11,112.23,deg,0.4512,0.0427,0.0504,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
554,0.214,1.64,-0.11,127.27,deg,0.546,0.0621,0.0686,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
555,0.214,1.64,-0.11,142.33,deg,0.3385,0.0412,0.0272,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
556,0.214,1.64,-0.11,157.39,deg,0.3043,0.036,0.0376,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
557,0.214,1.64,-0.11,172.46,deg,0.2427,0.0391,0.0207,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
558,0.214,1.64,-0.11,187.54,deg,0.2949,0.0485,0.053,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
559,0.214,1.64,-0.11,202.61,deg,0.2527,0.0333,0.0228,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
560,0.214,1.64,-0.11,217.67,deg,0.3977,0.0434,0.0279,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
561,0.214,1.64,-0.11,232.73,deg,0.4259,0.0533,0.0785,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
562,0.214,1.64,-0.11,247.77,deg,0.4539,0.043,0.0664,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
563,0.214,1.64,-0.11,262.81,deg,0.5948,0.0481,0.0443,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
564,0.214,1.64,-0.11,277.84,deg,0.6068,0.0559,0.0551,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
565,0.214,1.64,-0.11,292.85,deg,0.8352,0.0766,0.059,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
566,0.214,1.64,-0.11,307.84,deg,1.3076,0.0831,0.159,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
567,0.214,1.64,-0.11,322.81,deg,1.6096,0.0818,0.099,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
568,0.214,1.64,-0.11,337.66,deg,2.0262,0.0943,0.139,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
569,0.214,1.64,-0.11,352.52,deg,1.961,0.111,0.1305,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
570,0.214,1.64,-0.15,7.71,deg,1.9968,0.1019,0.1324,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
571,0.214,1.64,-0.15,22.63,deg,1.6764,0.0718,0.1573,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
572,0.214,1.64,-0.15,37.13,deg,1.2105,0.0545,0.0807,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
573,0.214,1.64,-0.15,52.04,deg,0.946,0.0511,0.0673,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
574,0.214,1.64,-0.15,67.07,deg,0.6329,0.0524,0.0429,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
575,0.214,1.64,-0.15,82.1,deg,0.5589,0.0483,0.0622,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
576,0.214,1.64,-0.15,97.15,deg,0.4107,0.0348,0.04,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
577,0.214,1.64,-0.15,112.2,deg,0.3,0.0299,0.0206,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
578,0.214,1.64,-0.15,127.26,deg,0.2569,0.0311,0.0339,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
579,0.214,1.64,-0.15,142.32,deg,0.2389,0.0292,0.0182,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
580,0.214,1.64,-0.15,157.39,deg,0.2599,0.027,0.0442,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
581,0.214,1.64,-0.15,172.46,deg,0.1589,0.0229,0.0133,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
582,0.214,1.64,-0.15,187.54,deg,0.1601,0.0273,0.0373,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
583,0.214,1.64,-0.15,202.61,deg,0.1951,0.0232,0.0174,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
584,0.214,1.64,-0.15,217.68,deg,0.1924,0.0226,0.0344,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
585,0.214,1.64,-0.15,232.74,deg,0.2721,0.0333,0.0563,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
586,0.214,1.64,-0.15,247.8,deg,0.2935,0.0327,0.0234,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
587,0.214,1.64,-0.15,262.85,deg,0.3542,0.0315,0.0437,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
588,0.214,1.64,-0.15,277.9,deg,0.4838,0.0401,0.0304,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
589,0.214,1.64,-0.15,292.93,deg,0.7229,0.0573,0.0616,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
590,0.214,1.64,-0.15,307.96,deg,0.9416,0.0593,0.0791,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
591,0.214,1.64,-0.15,322.87,deg,1.2317,0.0571,0.0878,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
592,0.214,1.64,-0.15,337.37,deg,1.7289,0.0703,0.1251,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
593,0.214,1.64,-0.15,352.29,deg,2.1553,0.1017,0.1625,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
594,0.214,1.64,-0.2,8.26,deg,2.0263,0.1644,0.1559,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
595,0.214,1.64,-0.2,23.48,deg,1.7346,0.0912,0.1679,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
596,0.214,1.64,-0.2,37.27,deg,1.0673,0.0512,0.0756,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
597,0.214,1.64,-0.2,51.94,deg,0.7463,0.0432,0.0507,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
598,0.214,1.64,-0.2,66.99,deg,0.4562,0.0409,0.0497,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
599,0.214,1.64,-0.2,82.05,deg,0.356,0.0361,0.045,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
600,0.214,1.64,-0.2,97.12,deg,0.251,0.0262,0.0276,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
601,0.214,1.64,-0.2,112.18,deg,0.2218,0.0241,0.0188,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
602,0.214,1.64,-0.2,127.25,deg,0.1546,0.0239,0.0154,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
603,0.214,1.64,-0.2,142.32,deg,0.1522,0.0245,0.0345,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
604,0.214,1.64,-0.2,157.39,deg,0.1248,0.0182,0.0195,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
605,0.214,1.64,-0.2,172.46,deg,0.1746,0.0252,0.0232,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
606,0.214,1.64,-0.2,187.54,deg,0.1159,0.0233,0.0167,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
607,0.214,1.64,-0.2,202.61,deg,0.1466,0.0209,0.0343,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
608,0.214,1.64,-0.2,217.68,deg,0.1171,0.018,0.0083,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
609,0.214,1.64,-0.2,232.75,deg,0.2102,0.0301,0.0219,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
610,0.214,1.64,-0.2,247.82,deg,0.19,0.026,0.0169,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
611,0.214,1.64,-0.2,262.88,deg,0.2235,0.0246,0.0246,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
612,0.214,1.64,-0.2,277.95,deg,0.3535,0.0313,0.0305,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
613,0.214,1.64,-0.2,293.01,deg,0.5191,0.0439,0.0748,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
614,0.214,1.64,-0.2,308.06,deg,0.7353,0.0515,0.0875,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
615,0.214,1.64,-0.2,322.73,deg,1.1043,0.0543,0.0824,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
616,0.214,1.64,-0.2,336.52,deg,1.7522,0.0843,0.166,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
617,0.214,1.64,-0.2,351.74,deg,2.8289,0.1702,0.2304,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
618,0.214,1.64,-0.26,25.19,deg,1.8274,0.1274,0.1754,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
619,0.214,1.64,-0.26,37.58,deg,0.8814,0.0422,0.0542,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
620,0.214,1.64,-0.26,51.84,deg,0.533,0.0303,0.0373,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
621,0.214,1.64,-0.26,66.93,deg,0.3295,0.0275,0.0424,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
622,0.214,1.64,-0.26,82.01,deg,0.2213,0.0234,0.0189,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
623,0.214,1.64,-0.26,97.09,deg,0.1959,0.0188,0.0254,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
624,0.214,1.64,-0.26,112.16,deg,0.1617,0.017,0.0216,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
625,0.214,1.64,-0.26,127.24,deg,0.1043,0.0164,0.0164,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
626,0.214,1.64,-0.26,142.31,deg,0.0851,0.0165,0.0106,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
627,0.214,1.64,-0.26,157.39,deg,0.0813,0.0149,0.0071,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
628,0.214,1.64,-0.26,172.46,deg,0.0882,0.0176,0.0097,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
629,0.214,1.64,-0.26,187.54,deg,0.1008,0.0227,0.0225,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
630,0.214,1.64,-0.26,202.61,deg,0.0678,0.0139,0.0133,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
631,0.214,1.64,-0.26,217.69,deg,0.1168,0.017,0.0125,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
632,0.214,1.64,-0.26,232.76,deg,0.0879,0.0153,0.0136,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
633,0.214,1.64,-0.26,247.84,deg,0.1397,0.0189,0.0166,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
634,0.214,1.64,-0.26,262.91,deg,0.1744,0.0174,0.0161,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
635,0.214,1.64,-0.26,277.99,deg,0.2087,0.0187,0.0171,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
636,0.214,1.64,-0.26,293.07,deg,0.3302,0.0289,0.0422,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
637,0.214,1.64,-0.26,308.16,deg,0.4817,0.0352,0.042,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
638,0.214,1.64,-0.26,322.42,deg,0.7951,0.0408,0.0613,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
639,0.214,1.64,-0.26,334.81,deg,1.4601,0.0938,0.2132,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
640,0.214,1.64,-0.34,37.97,deg,0.6097,0.0331,0.0369,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
641,0.214,1.64,-0.34,51.74,deg,0.3476,0.0212,0.0233,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
642,0.214,1.64,-0.34,66.87,deg,0.2082,0.019,0.0178,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
643,0.214,1.64,-0.34,81.97,deg,0.1666,0.0182,0.0188,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
644,0.214,1.64,-0.34,97.06,deg,0.1208,0.0132,0.0128,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
645,0.214,1.64,-0.34,112.15,deg,0.093,0.0112,0.0073,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
646,0.214,1.64,-0.34,127.23,deg,0.0673,0.0131,0.0076,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
647,0.214,1.64,-0.34,142.31,deg,0.0576,0.015,0.0145,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
648,0.214,1.64,-0.34,157.38,deg,0.0816,0.02,0.0282,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
649,0.214,1.64,-0.34,172.46,deg,0.0767,0.0237,0.0467,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
650,0.214,1.64,-0.34,202.62,deg,0.0632,0.0188,0.0088,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
651,0.214,1.64,-0.34,217.69,deg,0.0894,0.0171,0.0205,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
652,0.214,1.64,-0.34,232.77,deg,0.0623,0.0128,0.0147,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
653,0.214,1.64,-0.34,247.85,deg,0.078,0.0131,0.0081,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
654,0.214,1.64,-0.34,262.94,deg,0.1055,0.0118,0.0123,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
655,0.214,1.64,-0.34,278.03,deg,0.1572,0.0142,0.0112,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
656,0.214,1.64,-0.34,293.13,deg,0.2614,0.0224,0.0325,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
657,0.214,1.64,-0.34,308.26,deg,0.361,0.0277,0.0304,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
658,0.214,1.64,-0.34,322.03,deg,0.5869,0.0335,0.0389,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
659,0.214,1.64,-0.45,38.02,deg,0.397,0.0223,0.0238,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
660,0.214,1.64,-0.45,51.66,deg,0.2142,0.0137,0.0169,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
661,0.214,1.64,-0.45,66.82,deg,0.1572,0.0132,0.0121,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
662,0.214,1.64,-0.45,81.94,deg,0.083,0.0105,0.007,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
663,0.214,1.64,-0.45,97.04,deg,0.0554,0.0075,0.0058,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
664,0.214,1.64,-0.45,112.13,deg,0.0449,0.0074,0.0063,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
665,0.214,1.64,-0.45,127.22,deg,0.0468,0.0111,0.0086,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
666,0.214,1.64,-0.45,217.7,deg,0.0232,0.0112,0.0122,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
667,0.214,1.64,-0.45,232.78,deg,0.0566,0.0131,0.0246,CLAS,d4SigUU,nb/GeV4,p,e-,5.75,0.9382720882
