,xB,t,Q2,phi,deg/rad,obs,value,units,stat_u,syst_u,%norm_c,col,lepton,E_lepton,hadron,E_hadron
45,0.359,-0.183,1.74,142.5,deg,d4SigUU,50.5,pb GeV^-4,2.4,1.616,2.3,HallA,e-,5.55,p,0.93827208816
46,0.359,-0.183,1.74,157.5,deg,d4SigUU,50.2,pb GeV^-4,2.3,1.6064,2.3,HallA,e-,5.55,p,0.93827208816
47,0.359,-0.183,1.74,172.5,deg,d4SigUU,50.8,pb GeV^-4,2.4,1.6256,2.3,HallA,e-,5.55,p,0.93827208816
48,0.359,-0.183,1.74,187.5,deg,d4SigUU,52.7,pb GeV^-4,2.4,1.6864,2.3,HallA,e-,5.55,p,0.93827208816
49,0.359,-0.183,1.74,202.5,deg,d4SigUU,51.2,pb GeV^-4,2.4,1.6384,2.3,HallA,e-,5.55,p,0.93827208816
50,0.359,-0.183,1.74,217.5,deg,d4SigUU,50.9,pb GeV^-4,2.4,1.6288,2.3,HallA,e-,5.55,p,0.93827208816
51,0.359,-0.183,1.74,232.5,deg,d4SigUU,57.1,pb GeV^-4,2.5,1.8272,2.3,HallA,e-,5.55,p,0.93827208816
52,0.359,-0.183,1.74,247.5,deg,d4SigUU,60.0,pb GeV^-4,2.6,1.92,2.3,HallA,e-,5.55,p,0.93827208816
53,0.359,-0.183,1.74,262.5,deg,d4SigUU,66.2,pb GeV^-4,2.7,2.1184,2.3,HallA,e-,5.55,p,0.93827208816
54,0.359,-0.183,1.74,277.5,deg,d4SigUU,72.1,pb GeV^-4,2.9,2.3072,2.3,HallA,e-,5.55,p,0.93827208816
55,0.359,-0.183,1.74,292.5,deg,d4SigUU,77.3,pb GeV^-4,3.0,2.4736,2.3,HallA,e-,5.55,p,0.93827208816
56,0.359,-0.183,1.74,307.5,deg,d4SigUU,75.9,pb GeV^-4,3.0,2.4288,2.3,HallA,e-,5.55,p,0.93827208816
57,0.359,-0.183,1.74,322.5,deg,d4SigUU,88.6,pb GeV^-4,3.1,2.8352,2.3,HallA,e-,5.55,p,0.93827208816
58,0.359,-0.183,1.74,337.5,deg,d4SigUU,88.0,pb GeV^-4,3.2,2.816,2.3,HallA,e-,5.55,p,0.93827208816
59,0.359,-0.183,1.74,352.5,deg,d4SigUU,94.8,pb GeV^-4,3.3,3.0336,2.3,HallA,e-,5.55,p,0.93827208816
60,0.359,-0.242,1.74,7.5,deg,d4SigUU,100.9,pb GeV^-4,3.6,3.2288,2.3,HallA,e-,5.55,p,0.93827208816
61,0.359,-0.242,1.74,22.5,deg,d4SigUU,87.5,pb GeV^-4,3.5,2.8,2.3,HallA,e-,5.55,p,0.93827208816
62,0.359,-0.242,1.74,37.5,deg,d4SigUU,87.9,pb GeV^-4,3.4,2.8128,2.3,HallA,e-,5.55,p,0.93827208816
63,0.359,-0.242,1.74,52.5,deg,d4SigUU,80.2,pb GeV^-4,3.2,2.5664,2.3,HallA,e-,5.55,p,0.93827208816
64,0.359,-0.242,1.74,67.5,deg,d4SigUU,64.6,pb GeV^-4,2.9,2.0672,2.3,HallA,e-,5.55,p,0.93827208816
65,0.359,-0.242,1.74,82.5,deg,d4SigUU,58.8,pb GeV^-4,2.8,1.8816,2.3,HallA,e-,5.55,p,0.93827208816
66,0.359,-0.242,1.74,97.5,deg,d4SigUU,54.6,pb GeV^-4,2.7,1.7472,2.3,HallA,e-,5.55,p,0.93827208816
67,0.359,-0.242,1.74,112.5,deg,d4SigUU,51.2,pb GeV^-4,2.7,1.6384,2.3,HallA,e-,5.55,p,0.93827208816
68,0.359,-0.242,1.74,127.5,deg,d4SigUU,47.1,pb GeV^-4,2.6,1.5072,2.3,HallA,e-,5.55,p,0.93827208816
69,0.359,-0.242,1.74,142.5,deg,d4SigUU,41.2,pb GeV^-4,2.5,1.3184,2.3,HallA,e-,5.55,p,0.93827208816
70,0.359,-0.242,1.74,157.5,deg,d4SigUU,41.1,pb GeV^-4,2.6,1.3152,2.3,HallA,e-,5.55,p,0.93827208816
71,0.359,-0.242,1.74,172.5,deg,d4SigUU,43.5,pb GeV^-4,2.7,1.392,2.3,HallA,e-,5.55,p,0.93827208816
72,0.359,-0.242,1.74,187.5,deg,d4SigUU,44.8,pb GeV^-4,2.7,1.4336,2.3,HallA,e-,5.55,p,0.93827208816
73,0.359,-0.242,1.74,202.5,deg,d4SigUU,43.3,pb GeV^-4,2.7,1.3856,2.3,HallA,e-,5.55,p,0.93827208816
74,0.359,-0.242,1.74,217.5,deg,d4SigUU,46.2,pb GeV^-4,2.7,1.4784,2.3,HallA,e-,5.55,p,0.93827208816
75,0.359,-0.242,1.74,232.5,deg,d4SigUU,50.1,pb GeV^-4,2.7,1.6032,2.3,HallA,e-,5.55,p,0.93827208816
76,0.359,-0.242,1.74,247.5,deg,d4SigUU,55.3,pb GeV^-4,2.7,1.7696,2.3,HallA,e-,5.55,p,0.93827208816
77,0.359,-0.242,1.74,262.5,deg,d4SigUU,56.3,pb GeV^-4,2.8,1.8016,2.3,HallA,e-,5.55,p,0.93827208816
78,0.359,-0.242,1.74,277.5,deg,d4SigUU,62.2,pb GeV^-4,2.9,1.9904,2.3,HallA,e-,5.55,p,0.93827208816
79,0.359,-0.242,1.74,292.5,deg,d4SigUU,69.1,pb GeV^-4,3.1,2.2112,2.3,HallA,e-,5.55,p,0.93827208816
80,0.359,-0.242,1.74,307.5,deg,d4SigUU,80.9,pb GeV^-4,3.2,2.5888,2.3,HallA,e-,5.55,p,0.93827208816
81,0.359,-0.242,1.74,322.5,deg,d4SigUU,88.2,pb GeV^-4,3.3,2.8224,2.3,HallA,e-,5.55,p,0.93827208816
82,0.359,-0.242,1.74,337.5,deg,d4SigUU,94.1,pb GeV^-4,3.4,3.0112,2.3,HallA,e-,5.55,p,0.93827208816
83,0.359,-0.242,1.74,352.5,deg,d4SigUU,97.1,pb GeV^-4,3.5,3.1072,2.3,HallA,e-,5.55,p,0.93827208816
84,0.359,-0.302,1.74,7.5,deg,d4SigUU,96.7,pb GeV^-4,4.1,3.0944,2.3,HallA,e-,5.55,p,0.93827208816
85,0.359,-0.302,1.74,22.5,deg,d4SigUU,93.9,pb GeV^-4,3.9,3.0048,2.3,HallA,e-,5.55,p,0.93827208816
86,0.359,-0.302,1.74,37.5,deg,d4SigUU,73.9,pb GeV^-4,3.5,2.3648,2.3,HallA,e-,5.55,p,0.93827208816
87,0.359,-0.302,1.74,52.5,deg,d4SigUU,65.1,pb GeV^-4,3.2,2.0832,2.3,HallA,e-,5.55,p,0.93827208816
88,0.359,-0.302,1.74,67.5,deg,d4SigUU,58.5,pb GeV^-4,3.0,1.872,2.3,HallA,e-,5.55,p,0.93827208816
89,0.359,-0.302,1.74,82.5,deg,d4SigUU,58.8,pb GeV^-4,3.0,1.8816,2.3,HallA,e-,5.55,p,0.93827208816
90,0.359,-0.302,1.74,97.5,deg,d4SigUU,48.9,pb GeV^-4,2.8,1.5648,2.3,HallA,e-,5.55,p,0.93827208816
91,0.359,-0.302,1.74,112.5,deg,d4SigUU,48.8,pb GeV^-4,2.7,1.5616,2.3,HallA,e-,5.55,p,0.93827208816
92,0.359,-0.302,1.74,127.5,deg,d4SigUU,43.0,pb GeV^-4,2.7,1.376,2.3,HallA,e-,5.55,p,0.93827208816
93,0.359,-0.302,1.74,142.5,deg,d4SigUU,44.1,pb GeV^-4,2.8,1.4112,2.3,HallA,e-,5.55,p,0.93827208816
94,0.359,-0.302,1.74,157.5,deg,d4SigUU,39.2,pb GeV^-4,3.0,1.2544,2.3,HallA,e-,5.55,p,0.93827208816
95,0.359,-0.302,1.74,172.5,deg,d4SigUU,42.8,pb GeV^-4,3.2,1.3696,2.3,HallA,e-,5.55,p,0.93827208816
96,0.359,-0.302,1.74,187.5,deg,d4SigUU,43.4,pb GeV^-4,3.2,1.3888,2.3,HallA,e-,5.55,p,0.93827208816
97,0.359,-0.302,1.74,202.5,deg,d4SigUU,43.6,pb GeV^-4,3.0,1.3952,2.3,HallA,e-,5.55,p,0.93827208816
98,0.359,-0.302,1.74,217.5,deg,d4SigUU,39.0,pb GeV^-4,2.8,1.248,2.3,HallA,e-,5.55,p,0.93827208816
99,0.359,-0.302,1.74,232.5,deg,d4SigUU,42.2,pb GeV^-4,2.6,1.3504,2.3,HallA,e-,5.55,p,0.93827208816
100,0.359,-0.302,1.74,247.5,deg,d4SigUU,45.3,pb GeV^-4,2.7,1.4496,2.3,HallA,e-,5.55,p,0.93827208816
101,0.359,-0.302,1.74,262.5,deg,d4SigUU,55.3,pb GeV^-4,2.8,1.7696,2.3,HallA,e-,5.55,p,0.93827208816
102,0.359,-0.302,1.74,277.5,deg,d4SigUU,59.4,pb GeV^-4,3.0,1.9008,2.3,HallA,e-,5.55,p,0.93827208816
103,0.359,-0.302,1.74,292.5,deg,d4SigUU,61.1,pb GeV^-4,3.1,1.9552,2.3,HallA,e-,5.55,p,0.93827208816
104,0.359,-0.302,1.74,307.5,deg,d4SigUU,68.3,pb GeV^-4,3.2,2.1856,2.3,HallA,e-,5.55,p,0.93827208816
105,0.359,-0.302,1.74,322.5,deg,d4SigUU,78.0,pb GeV^-4,3.4,2.496,2.3,HallA,e-,5.55,p,0.93827208816
106,0.359,-0.302,1.74,337.5,deg,d4SigUU,86.9,pb GeV^-4,3.7,2.7808,2.3,HallA,e-,5.55,p,0.93827208816
107,0.359,-0.302,1.74,352.5,deg,d4SigUU,92.7,pb GeV^-4,3.9,2.9664,2.3,HallA,e-,5.55,p,0.93827208816
108,0.361,-0.363,1.75,7.5,deg,d4SigUU,92.7,pb GeV^-4,5.3,2.9664,2.3,HallA,e-,5.55,p,0.93827208816
109,0.361,-0.363,1.75,22.5,deg,d4SigUU,94.9,pb GeV^-4,4.6,3.0368,2.3,HallA,e-,5.55,p,0.93827208816
110,0.361,-0.363,1.75,37.5,deg,d4SigUU,66.2,pb GeV^-4,3.6,2.1184,2.3,HallA,e-,5.55,p,0.93827208816
111,0.361,-0.363,1.75,52.5,deg,d4SigUU,53.4,pb GeV^-4,3.1,1.7088,2.3,HallA,e-,5.55,p,0.93827208816
112,0.361,-0.363,1.75,67.5,deg,d4SigUU,54.1,pb GeV^-4,3.0,1.7312,2.3,HallA,e-,5.55,p,0.93827208816
113,0.361,-0.363,1.75,82.5,deg,d4SigUU,43.4,pb GeV^-4,2.9,1.3888,2.3,HallA,e-,5.55,p,0.93827208816
114,0.361,-0.363,1.75,97.5,deg,d4SigUU,45.3,pb GeV^-4,3.0,1.4496,2.3,HallA,e-,5.55,p,0.93827208816
115,0.361,-0.363,1.75,112.5,deg,d4SigUU,46.8,pb GeV^-4,2.9,1.4976,2.3,HallA,e-,5.55,p,0.93827208816
116,0.361,-0.363,1.75,127.5,deg,d4SigUU,39.1,pb GeV^-4,2.7,1.2512,2.3,HallA,e-,5.55,p,0.93827208816
117,0.361,-0.363,1.75,142.5,deg,d4SigUU,39.2,pb GeV^-4,3.0,1.2544,2.3,HallA,e-,5.55,p,0.93827208816
118,0.361,-0.363,1.75,157.5,deg,d4SigUU,39.9,pb GeV^-4,3.5,1.2768,2.3,HallA,e-,5.55,p,0.93827208816
119,0.361,-0.363,1.75,172.5,deg,d4SigUU,41.1,pb GeV^-4,4.0,1.3152,2.3,HallA,e-,5.55,p,0.93827208816
120,0.361,-0.363,1.75,187.5,deg,d4SigUU,49.7,pb GeV^-4,4.2,1.5904,2.3,HallA,e-,5.55,p,0.93827208816
121,0.361,-0.363,1.75,202.5,deg,d4SigUU,41.7,pb GeV^-4,3.5,1.3344,2.3,HallA,e-,5.55,p,0.93827208816
122,0.361,-0.363,1.75,217.5,deg,d4SigUU,41.0,pb GeV^-4,3.0,1.312,2.3,HallA,e-,5.55,p,0.93827208816
123,0.361,-0.363,1.75,232.5,deg,d4SigUU,36.5,pb GeV^-4,2.7,1.168,2.3,HallA,e-,5.55,p,0.93827208816
124,0.361,-0.363,1.75,247.5,deg,d4SigUU,41.0,pb GeV^-4,2.9,1.312,2.3,HallA,e-,5.55,p,0.93827208816
125,0.361,-0.363,1.75,262.5,deg,d4SigUU,45.0,pb GeV^-4,3.0,1.44,2.3,HallA,e-,5.55,p,0.93827208816
126,0.361,-0.363,1.75,277.5,deg,d4SigUU,50.3,pb GeV^-4,3.2,1.6096,2.3,HallA,e-,5.55,p,0.93827208816
127,0.361,-0.363,1.75,292.5,deg,d4SigUU,52.7,pb GeV^-4,3.1,1.6864,2.3,HallA,e-,5.55,p,0.93827208816
128,0.361,-0.363,1.75,307.5,deg,d4SigUU,56.4,pb GeV^-4,3.2,1.8048,2.3,HallA,e-,5.55,p,0.93827208816
129,0.361,-0.363,1.75,322.5,deg,d4SigUU,70.3,pb GeV^-4,3.5,2.2496,2.3,HallA,e-,5.55,p,0.93827208816
130,0.361,-0.363,1.75,337.5,deg,d4SigUU,74.4,pb GeV^-4,4.2,2.3808,2.3,HallA,e-,5.55,p,0.93827208816
131,0.361,-0.363,1.75,352.5,deg,d4SigUU,86.7,pb GeV^-4,5.2,2.7744,2.3,HallA,e-,5.55,p,0.93827208816
132,0.357,-0.182,1.98,7.5,deg,d4SigUU,92.4,pb GeV^-4,4.8,2.9568,2.3,HallA,e-,5.55,p,0.93827208816
133,0.357,-0.182,1.98,22.5,deg,d4SigUU,92.8,pb GeV^-4,4.7,2.9696,2.3,HallA,e-,5.55,p,0.93827208816
134,0.357,-0.182,1.98,37.5,deg,d4SigUU,83.1,pb GeV^-4,4.3,2.6592,2.3,HallA,e-,5.55,p,0.93827208816
135,0.357,-0.182,1.98,52.5,deg,d4SigUU,75.7,pb GeV^-4,4.1,2.4224,2.3,HallA,e-,5.55,p,0.93827208816
136,0.357,-0.182,1.98,67.5,deg,d4SigUU,76.7,pb GeV^-4,4.1,2.4544,2.3,HallA,e-,5.55,p,0.93827208816
137,0.357,-0.182,1.98,82.5,deg,d4SigUU,67.6,pb GeV^-4,3.8,2.1632,2.3,HallA,e-,5.55,p,0.93827208816
138,0.357,-0.182,1.98,97.5,deg,d4SigUU,65.4,pb GeV^-4,3.6,2.0928,2.3,HallA,e-,5.55,p,0.93827208816
139,0.357,-0.182,1.98,112.5,deg,d4SigUU,58.8,pb GeV^-4,3.4,1.8816,2.3,HallA,e-,5.55,p,0.93827208816
140,0.357,-0.182,1.98,127.5,deg,d4SigUU,44.1,pb GeV^-4,3.0,1.4112,2.3,HallA,e-,5.55,p,0.93827208816
141,0.357,-0.182,1.98,142.5,deg,d4SigUU,42.6,pb GeV^-4,2.9,1.3632,2.3,HallA,e-,5.55,p,0.93827208816
142,0.357,-0.182,1.98,157.5,deg,d4SigUU,42.1,pb GeV^-4,2.8,1.3472,2.3,HallA,e-,5.55,p,0.93827208816
143,0.357,-0.182,1.98,172.5,deg,d4SigUU,43.1,pb GeV^-4,2.8,1.3792,2.3,HallA,e-,5.55,p,0.93827208816
144,0.357,-0.182,1.98,187.5,deg,d4SigUU,39.5,pb GeV^-4,2.8,1.264,2.3,HallA,e-,5.55,p,0.93827208816
145,0.357,-0.182,1.98,202.5,deg,d4SigUU,43.6,pb GeV^-4,2.9,1.3952,2.3,HallA,e-,5.55,p,0.93827208816
146,0.357,-0.182,1.98,217.5,deg,d4SigUU,50.1,pb GeV^-4,3.1,1.6032,2.3,HallA,e-,5.55,p,0.93827208816
147,0.357,-0.182,1.98,232.5,deg,d4SigUU,47.1,pb GeV^-4,3.1,1.5072,2.3,HallA,e-,5.55,p,0.93827208816
148,0.357,-0.182,1.98,247.5,deg,d4SigUU,58.8,pb GeV^-4,3.5,1.8816,2.3,HallA,e-,5.55,p,0.93827208816
149,0.357,-0.182,1.98,262.5,deg,d4SigUU,63.7,pb GeV^-4,3.6,2.0384,2.3,HallA,e-,5.55,p,0.93827208816
150,0.357,-0.182,1.98,277.5,deg,d4SigUU,67.0,pb GeV^-4,3.8,2.144,2.3,HallA,e-,5.55,p,0.93827208816
151,0.357,-0.182,1.98,292.5,deg,d4SigUU,73.6,pb GeV^-4,4.1,2.3552,2.3,HallA,e-,5.55,p,0.93827208816
152,0.357,-0.182,1.98,307.5,deg,d4SigUU,84.1,pb GeV^-4,4.3,2.6912,2.3,HallA,e-,5.55,p,0.93827208816
153,0.357,-0.182,1.98,322.5,deg,d4SigUU,86.4,pb GeV^-4,4.5,2.7648,2.3,HallA,e-,5.55,p,0.93827208816
154,0.357,-0.182,1.98,337.5,deg,d4SigUU,96.6,pb GeV^-4,4.7,3.0912,2.3,HallA,e-,5.55,p,0.93827208816
155,0.357,-0.182,1.98,352.5,deg,d4SigUU,97.5,pb GeV^-4,4.8,3.12,2.3,HallA,e-,5.55,p,0.93827208816
156,0.356,-0.242,1.98,7.5,deg,d4SigUU,95.8,pb GeV^-4,5.4,3.0656,2.3,HallA,e-,5.55,p,0.93827208816
157,0.356,-0.242,1.98,22.5,deg,d4SigUU,98.3,pb GeV^-4,5.2,3.1456,2.3,HallA,e-,5.55,p,0.93827208816
158,0.356,-0.242,1.98,37.5,deg,d4SigUU,81.0,pb GeV^-4,4.6,2.592,2.3,HallA,e-,5.55,p,0.93827208816
159,0.356,-0.242,1.98,52.5,deg,d4SigUU,71.3,pb GeV^-4,4.2,2.2816,2.3,HallA,e-,5.55,p,0.93827208816
160,0.356,-0.242,1.98,67.5,deg,d4SigUU,63.0,pb GeV^-4,4.0,2.016,2.3,HallA,e-,5.55,p,0.93827208816
161,0.356,-0.242,1.98,82.5,deg,d4SigUU,51.7,pb GeV^-4,3.6,1.6544,2.3,HallA,e-,5.55,p,0.93827208816
162,0.356,-0.242,1.98,97.5,deg,d4SigUU,47.9,pb GeV^-4,3.4,1.5328,2.3,HallA,e-,5.55,p,0.93827208816
163,0.356,-0.242,1.98,112.5,deg,d4SigUU,41.4,pb GeV^-4,3.2,1.3248,2.3,HallA,e-,5.55,p,0.93827208816
164,0.356,-0.242,1.98,127.5,deg,d4SigUU,38.1,pb GeV^-4,3.1,1.2192,2.3,HallA,e-,5.55,p,0.93827208816
165,0.356,-0.242,1.98,142.5,deg,d4SigUU,35.7,pb GeV^-4,2.9,1.1424,2.3,HallA,e-,5.55,p,0.93827208816
166,0.356,-0.242,1.98,157.5,deg,d4SigUU,33.6,pb GeV^-4,3.0,1.0752,2.3,HallA,e-,5.55,p,0.93827208816
167,0.356,-0.242,1.98,172.5,deg,d4SigUU,35.5,pb GeV^-4,3.0,1.136,2.3,HallA,e-,5.55,p,0.93827208816
168,0.356,-0.242,1.98,187.5,deg,d4SigUU,31.1,pb GeV^-4,2.9,0.9952,2.3,HallA,e-,5.55,p,0.93827208816
169,0.356,-0.242,1.98,202.5,deg,d4SigUU,32.6,pb GeV^-4,3.0,1.0432,2.3,HallA,e-,5.55,p,0.93827208816
170,0.356,-0.242,1.98,217.5,deg,d4SigUU,39.8,pb GeV^-4,3.1,1.2736,2.3,HallA,e-,5.55,p,0.93827208816
171,0.356,-0.242,1.98,232.5,deg,d4SigUU,45.7,pb GeV^-4,3.3,1.4624,2.3,HallA,e-,5.55,p,0.93827208816
172,0.356,-0.242,1.98,247.5,deg,d4SigUU,40.7,pb GeV^-4,3.3,1.3024,2.3,HallA,e-,5.55,p,0.93827208816
173,0.356,-0.242,1.98,262.5,deg,d4SigUU,48.4,pb GeV^-4,3.7,1.5488,2.3,HallA,e-,5.55,p,0.93827208816
174,0.356,-0.242,1.98,277.5,deg,d4SigUU,56.7,pb GeV^-4,3.9,1.8144,2.3,HallA,e-,5.55,p,0.93827208816
175,0.356,-0.242,1.98,292.5,deg,d4SigUU,61.4,pb GeV^-4,4.2,1.9648,2.3,HallA,e-,5.55,p,0.93827208816
176,0.356,-0.242,1.98,307.5,deg,d4SigUU,71.5,pb GeV^-4,4.5,2.288,2.3,HallA,e-,5.55,p,0.93827208816
177,0.356,-0.242,1.98,322.5,deg,d4SigUU,86.1,pb GeV^-4,4.9,2.7552,2.3,HallA,e-,5.55,p,0.93827208816
178,0.356,-0.242,1.98,337.5,deg,d4SigUU,97.3,pb GeV^-4,5.1,3.1136,2.3,HallA,e-,5.55,p,0.93827208816
179,0.356,-0.242,1.98,352.5,deg,d4SigUU,98.7,pb GeV^-4,5.3,3.1584,2.3,HallA,e-,5.55,p,0.93827208816
180,0.356,-0.302,1.98,7.5,deg,d4SigUU,107.5,pb GeV^-4,6.2,3.44,2.3,HallA,e-,5.55,p,0.93827208816
181,0.356,-0.302,1.98,22.5,deg,d4SigUU,93.8,pb GeV^-4,5.7,3.0016,2.3,HallA,e-,5.55,p,0.93827208816
182,0.356,-0.302,1.98,37.5,deg,d4SigUU,73.7,pb GeV^-4,4.9,2.3584,2.3,HallA,e-,5.55,p,0.93827208816
183,0.356,-0.302,1.98,52.5,deg,d4SigUU,61.5,pb GeV^-4,4.3,1.968,2.3,HallA,e-,5.55,p,0.93827208816
184,0.356,-0.302,1.98,67.5,deg,d4SigUU,43.3,pb GeV^-4,3.7,1.3856,2.3,HallA,e-,5.55,p,0.93827208816
