xB,t,Q2,phi,deg/rad,bin,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
0.18,-0.196,2.805,7.3,deg,54,d4SigUU,1.1447,nb GeV^-4,0.04547,0.37921,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,22.1,deg,54,d4SigUU,0.8631,nb GeV^-4,0.032329,0.2805,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,37.1,deg,54,d4SigUU,0.60181,nb GeV^-4,0.027853,0.19738,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,52.1,deg,54,d4SigUU,0.44299,nb GeV^-4,0.028697,0.14475,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,67.1,deg,54,d4SigUU,0.32354,nb GeV^-4,0.035672,0.11618,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,82.2,deg,54,d4SigUU,0.19764,nb GeV^-4,0.025342,0.068743,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,97.2,deg,54,d4SigUU,0.14691,nb GeV^-4,0.016819,0.047899,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,112.2,deg,54,d4SigUU,0.12254,nb GeV^-4,0.014505,0.040306,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,127.3,deg,54,d4SigUU,0.094159,nb GeV^-4,0.0096552,0.03271,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,142.4,deg,54,d4SigUU,0.089674,nb GeV^-4,0.009043,0.030251,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,157.4,deg,54,d4SigUU,0.083769,nb GeV^-4,0.0091454,0.028257,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,172.5,deg,54,d4SigUU,0.076138,nb GeV^-4,0.012583,0.026477,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,187.5,deg,54,d4SigUU,0.084442,nb GeV^-4,0.015774,0.036164,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,202.6,deg,54,d4SigUU,0.09364,nb GeV^-4,0.016919,0.035322,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,253.3,deg,54,d4SigUU,0.074653,nb GeV^-4,0.01726,0.03062,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,292.8,deg,54,d4SigUU,0.35497,nb GeV^-4,0.052926,0.119,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,307.9,deg,54,d4SigUU,0.45344,nb GeV^-4,0.027222,0.15089,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,322.9,deg,54,d4SigUU,0.60006,nb GeV^-4,0.025647,0.20015,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,337.9,deg,54,d4SigUU,0.80979,nb GeV^-4,0.032355,0.26415,CLAS,e-,10.6,p,0.938272088
0.18,-0.196,2.805,352.7,deg,54,d4SigUU,1.0917,nb GeV^-4,0.045574,0.37374,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,6.9,deg,55,d4SigUU,1.0062,nb GeV^-4,0.051135,0.33154,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,21.7,deg,55,d4SigUU,0.63459,nb GeV^-4,0.024522,0.21026,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,36.8,deg,55,d4SigUU,0.35833,nb GeV^-4,0.014171,0.11823,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,52,deg,55,d4SigUU,0.23426,nb GeV^-4,0.014734,0.075709,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,67,deg,55,d4SigUU,0.16397,nb GeV^-4,0.028078,0.05571,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,82.2,deg,55,d4SigUU,0.065775,nb GeV^-4,0.013776,0.022994,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,97.2,deg,55,d4SigUU,0.062074,nb GeV^-4,0.0081577,0.020365,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,112.3,deg,55,d4SigUU,0.055613,nb GeV^-4,0.0066018,0.018257,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,127.4,deg,55,d4SigUU,0.042273,nb GeV^-4,0.004333,0.014048,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,142.4,deg,55,d4SigUU,0.03451,nb GeV^-4,0.0032013,0.012146,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,157.4,deg,55,d4SigUU,0.037191,nb GeV^-4,0.0033301,0.012371,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,172.5,deg,55,d4SigUU,0.03262,nb GeV^-4,0.0038361,0.011211,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,187.5,deg,55,d4SigUU,0.028296,nb GeV^-4,0.0048862,0.0092692,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,202.5,deg,55,d4SigUU,0.04343,nb GeV^-4,0.0065496,0.014254,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,225.6,deg,55,d4SigUU,0.029446,nb GeV^-4,0.0066797,0.0099902,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,247.7,deg,55,d4SigUU,0.043553,nb GeV^-4,0.010068,0.020054,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,262.8,deg,55,d4SigUU,0.069517,nb GeV^-4,0.010343,0.02454,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,277.9,deg,55,d4SigUU,0.061842,nb GeV^-4,0.011089,0.020657,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,293,deg,55,d4SigUU,0.11561,nb GeV^-4,0.018856,0.038619,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,308.1,deg,55,d4SigUU,0.19811,nb GeV^-4,0.012647,0.064302,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,323.2,deg,55,d4SigUU,0.35651,nb GeV^-4,0.013647,0.11468,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,338.3,deg,55,d4SigUU,0.62419,nb GeV^-4,0.02357,0.20357,CLAS,e-,10.6,p,0.938272088
0.179,-0.322,2.803,353.1,deg,55,d4SigUU,0.98953,nb GeV^-4,0.049795,0.32601,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,36.6,deg,56,d4SigUU,0.20233,nb GeV^-4,0.0094489,0.065694,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,51.9,deg,56,d4SigUU,0.11006,nb GeV^-4,0.008978,0.036625,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,78.9,deg,56,d4SigUU,0.046953,nb GeV^-4,0.0088288,0.017247,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,112.3,deg,56,d4SigUU,0.021293,nb GeV^-4,0.0039836,0.007228,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,127.3,deg,56,d4SigUU,0.011571,nb GeV^-4,0.0021783,0.0043415,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,142.4,deg,56,d4SigUU,0.017112,nb GeV^-4,0.0019708,0.0055988,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,157.5,deg,56,d4SigUU,0.012167,nb GeV^-4,0.0016129,0.0039942,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,172.5,deg,56,d4SigUU,0.014161,nb GeV^-4,0.0020315,0.0047054,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,187.5,deg,56,d4SigUU,0.014817,nb GeV^-4,0.003055,0.0049379,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,202.6,deg,56,d4SigUU,0.01413,nb GeV^-4,0.0034184,0.0048799,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,234,deg,56,d4SigUU,0.021061,nb GeV^-4,0.0027869,0.0069979,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,262.8,deg,56,d4SigUU,0.021267,nb GeV^-4,0.0032851,0.0077123,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,277.9,deg,56,d4SigUU,0.029055,nb GeV^-4,0.004079,0.010021,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,293,deg,56,d4SigUU,0.04687,nb GeV^-4,0.0085891,0.017052,CLAS,e-,10.6,p,0.938272088
0.173,-0.519,2.786,308.2,deg,56,d4SigUU,0.096794,nb GeV^-4,0.0081301,0.031958,CLAS,e-,10.6,p,0.938272088
0.177,-0.652,2.817,36.5,deg,57,d4SigUU,0.093816,nb GeV^-4,0.0061254,0.031742,CLAS,e-,10.6,p,0.938272088
0.177,-0.652,2.817,57.6,deg,57,d4SigUU,0.044033,nb GeV^-4,0.0058748,0.015773,CLAS,e-,10.6,p,0.938272088
0.177,-0.652,2.817,110.5,deg,57,d4SigUU,0.010854,nb GeV^-4,0.0021126,0.0038491,CLAS,e-,10.6,p,0.938272088
0.177,-0.652,2.817,157.4,deg,57,d4SigUU,0.0074635,nb GeV^-4,0.0014946,0.0027512,CLAS,e-,10.6,p,0.938272088
0.177,-0.652,2.817,180,deg,57,d4SigUU,0.0083217,nb GeV^-4,0.0014917,0.0033228,CLAS,e-,10.6,p,0.938272088
0.177,-0.652,2.817,218.5,deg,57,d4SigUU,0.0086536,nb GeV^-4,0.0022152,0.0028271,CLAS,e-,10.6,p,0.938272088
0.177,-0.652,2.817,247.7,deg,57,d4SigUU,0.0091995,nb GeV^-4,0.0024523,0.0036299,CLAS,e-,10.6,p,0.938272088
0.177,-0.652,2.817,262.8,deg,57,d4SigUU,0.015063,nb GeV^-4,0.0028514,0.0058314,CLAS,e-,10.6,p,0.938272088
0.177,-0.652,2.817,277.9,deg,57,d4SigUU,0.024548,nb GeV^-4,0.0036368,0.0081959,CLAS,e-,10.6,p,0.938272088
0.177,-0.652,2.817,293,deg,57,d4SigUU,0.028599,nb GeV^-4,0.0055866,0.013692,CLAS,e-,10.6,p,0.938272088
0.177,-0.652,2.817,308.2,deg,57,d4SigUU,0.050335,nb GeV^-4,0.0073608,0.017909,CLAS,e-,10.6,p,0.938272088
0.177,-0.652,2.817,323.5,deg,57,d4SigUU,0.088129,nb GeV^-4,0.0061028,0.028868,CLAS,e-,10.6,p,0.938272088
0.233,-0.197,1.67,7.4,deg,58,d4SigUU,0.22307,nb GeV^-4,0.029165,0.080177,CLAS,e-,10.6,p,0.938272088
0.233,-0.197,1.67,22.3,deg,58,d4SigUU,0.17797,nb GeV^-4,0.019428,0.063747,CLAS,e-,10.6,p,0.938272088
0.233,-0.197,1.67,37.3,deg,58,d4SigUU,0.18253,nb GeV^-4,0.021803,0.064224,CLAS,e-,10.6,p,0.938272088
0.233,-0.197,1.67,52.3,deg,58,d4SigUU,0.12911,nb GeV^-4,0.020173,0.045344,CLAS,e-,10.6,p,0.938272088
0.233,-0.197,1.67,67.3,deg,58,d4SigUU,0.10541,nb GeV^-4,0.024201,0.040852,CLAS,e-,10.6,p,0.938272088
0.233,-0.197,1.67,82.4,deg,58,d4SigUU,0.076413,nb GeV^-4,0.017311,0.036667,CLAS,e-,10.6,p,0.938272088
0.233,-0.197,1.67,111.7,deg,58,d4SigUU,0.063576,nb GeV^-4,0.01429,0.02581,CLAS,e-,10.6,p,0.938272088
0.233,-0.197,1.67,187.6,deg,58,d4SigUU,0.067889,nb GeV^-4,0.024485,0.025914,CLAS,e-,10.6,p,0.938272088
0.233,-0.197,1.67,309.3,deg,58,d4SigUU,0.16749,nb GeV^-4,0.033301,0.070591,CLAS,e-,10.6,p,0.938272088
0.233,-0.197,1.67,337.6,deg,58,d4SigUU,0.19523,nb GeV^-4,0.031959,0.06748,CLAS,e-,10.6,p,0.938272088
0.233,-0.197,1.67,352.6,deg,58,d4SigUU,0.21516,nb GeV^-4,0.027203,0.072545,CLAS,e-,10.6,p,0.938272088
0.233,-0.32,1.667,7.4,deg,59,d4SigUU,0.14322,nb GeV^-4,0.018005,0.048184,CLAS,e-,10.6,p,0.938272088
0.233,-0.32,1.667,22.2,deg,59,d4SigUU,0.13468,nb GeV^-4,0.020449,0.044662,CLAS,e-,10.6,p,0.938272088
0.233,-0.32,1.667,37.2,deg,59,d4SigUU,0.12813,nb GeV^-4,0.026846,0.050432,CLAS,e-,10.6,p,0.938272088
0.233,-0.32,1.667,82.4,deg,59,d4SigUU,0.078099,nb GeV^-4,0.020104,0.031971,CLAS,e-,10.6,p,0.938272088
0.233,-0.32,1.667,97.4,deg,59,d4SigUU,0.050289,nb GeV^-4,0.011504,0.01988,CLAS,e-,10.6,p,0.938272088
0.233,-0.32,1.667,112.4,deg,59,d4SigUU,0.048909,nb GeV^-4,0.012587,0.023288,CLAS,e-,10.6,p,0.938272088
0.233,-0.32,1.667,127.5,deg,59,d4SigUU,0.044511,nb GeV^-4,0.016676,0.018445,CLAS,e-,10.6,p,0.938272088
0.233,-0.32,1.667,149.9,deg,59,d4SigUU,0.030058,nb GeV^-4,0.01151,0.010654,CLAS,e-,10.6,p,0.938272088
0.233,-0.32,1.667,180,deg,59,d4SigUU,0.042262,nb GeV^-4,0.0089273,0.01698,CLAS,e-,10.6,p,0.938272088
0.233,-0.32,1.667,217.8,deg,59,d4SigUU,0.048874,nb GeV^-4,0.012333,0.018411,CLAS,e-,10.6,p,0.938272088
0.233,-0.32,1.667,345.8,deg,59,d4SigUU,0.1199,nb GeV^-4,0.017213,0.045581,CLAS,e-,10.6,p,0.938272088
0.233,-0.496,1.663,96.7,deg,60,d4SigUU,0.027248,nb GeV^-4,0.0088733,0.011613,CLAS,e-,10.6,p,0.938272088
0.233,-0.496,1.663,142.5,deg,60,d4SigUU,0.02204,nb GeV^-4,0.0065965,0.0081033,CLAS,e-,10.6,p,0.938272088
0.233,-0.496,1.663,164.9,deg,60,d4SigUU,0.015517,nb GeV^-4,0.0050688,0.006424,CLAS,e-,10.6,p,0.938272088
0.233,-0.496,1.663,202.5,deg,60,d4SigUU,0.020359,nb GeV^-4,0.0075411,0.0073075,CLAS,e-,10.6,p,0.938272088
0.233,-0.496,1.663,278.9,deg,60,d4SigUU,0.043913,nb GeV^-4,0.012444,0.021481,CLAS,e-,10.6,p,0.938272088
0.233,-0.496,1.663,326.9,deg,60,d4SigUU,0.093416,nb GeV^-4,0.029552,0.044885,CLAS,e-,10.6,p,0.938272088
0.233,-0.496,1.663,352.8,deg,60,d4SigUU,0.13731,nb GeV^-4,0.02984,0.053779,CLAS,e-,10.6,p,0.938272088
0.232,-0.701,1.656,6.7,deg,61,d4SigUU,0.18871,nb GeV^-4,0.031881,0.076313,CLAS,e-,10.6,p,0.938272088
0.232,-0.701,1.656,127.2,deg,61,d4SigUU,0.018003,nb GeV^-4,0.0048031,0.0071935,CLAS,e-,10.6,p,0.938272088
0.232,-0.701,1.656,157.5,deg,61,d4SigUU,0.012808,nb GeV^-4,0.0042416,0.0055921,CLAS,e-,10.6,p,0.938272088
0.232,-0.701,1.656,270.4,deg,61,d4SigUU,0.027581,nb GeV^-4,0.0064929,0.01161,CLAS,e-,10.6,p,0.938272088
0.232,-0.701,1.656,323.2,deg,61,d4SigUU,0.029336,nb GeV^-4,0.0093592,0.012418,CLAS,e-,10.6,p,0.938272088
0.232,-0.701,1.656,348.7,deg,61,d4SigUU,0.19234,nb GeV^-4,0.026126,0.073124,CLAS,e-,10.6,p,0.938272088
0.229,-0.914,1.633,7.6,deg,62,d4SigUU,0.29685,nb GeV^-4,0.053621,0.12245,CLAS,e-,10.6,p,0.938272088
0.229,-0.914,1.633,187.6,deg,62,d4SigUU,0.0074526,nb GeV^-4,0.0027017,0.0031632,CLAS,e-,10.6,p,0.938272088
0.229,-0.914,1.633,334.8,deg,62,d4SigUU,0.036776,nb GeV^-4,0.009287,0.015034,CLAS,e-,10.6,p,0.938272088
0.229,-0.914,1.633,354.8,deg,62,d4SigUU,0.47871,nb GeV^-4,0.091009,0.1791,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,7.4,deg,63,d4SigUU,0.21467,nb GeV^-4,0.014135,0.072095,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,22.3,deg,63,d4SigUU,0.17611,nb GeV^-4,0.010091,0.058561,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,37.3,deg,63,d4SigUU,0.14882,nb GeV^-4,0.0098896,0.049791,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,52.3,deg,63,d4SigUU,0.11505,nb GeV^-4,0.010136,0.039073,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,67.3,deg,63,d4SigUU,0.093496,nb GeV^-4,0.011218,0.033896,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,82.3,deg,63,d4SigUU,0.066718,nb GeV^-4,0.0079429,0.02528,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,97.3,deg,63,d4SigUU,0.045183,nb GeV^-4,0.0070307,0.017592,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,119.5,deg,63,d4SigUU,0.059707,nb GeV^-4,0.010325,0.021444,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,157.1,deg,63,d4SigUU,0.039427,nb GeV^-4,0.0088988,0.013879,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,248.8,deg,63,d4SigUU,0.041306,nb GeV^-4,0.012646,0.018033,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,307.8,deg,63,d4SigUU,0.11017,nb GeV^-4,0.026019,0.043411,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,322.7,deg,63,d4SigUU,0.16858,nb GeV^-4,0.023389,0.061617,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,337.7,deg,63,d4SigUU,0.17688,nb GeV^-4,0.017326,0.058741,CLAS,e-,10.6,p,0.938272088
0.231,-0.196,2.204,352.6,deg,63,d4SigUU,0.16357,nb GeV^-4,0.012606,0.054457,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,7.4,deg,64,d4SigUU,0.12078,nb GeV^-4,0.0088256,0.039952,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,22.2,deg,64,d4SigUU,0.097932,nb GeV^-4,0.0075549,0.031911,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,37.1,deg,64,d4SigUU,0.082663,nb GeV^-4,0.0085241,0.029747,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,52.2,deg,64,d4SigUU,0.060358,nb GeV^-4,0.0080078,0.019753,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,67.2,deg,64,d4SigUU,0.047052,nb GeV^-4,0.0079099,0.017,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,82.3,deg,64,d4SigUU,0.033667,nb GeV^-4,0.0047751,0.012534,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,97.3,deg,64,d4SigUU,0.030677,nb GeV^-4,0.0038316,0.010281,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,112.4,deg,64,d4SigUU,0.028264,nb GeV^-4,0.0040403,0.0098486,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,127.4,deg,64,d4SigUU,0.029039,nb GeV^-4,0.0048808,0.010057,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,142.4,deg,64,d4SigUU,0.016068,nb GeV^-4,0.0041694,0.0056,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,157.5,deg,64,d4SigUU,0.023468,nb GeV^-4,0.0068375,0.0079955,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,172.5,deg,64,d4SigUU,0.019395,nb GeV^-4,0.0034866,0.006732,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,187.5,deg,64,d4SigUU,0.016514,nb GeV^-4,0.0033683,0.0066612,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,210.2,deg,64,d4SigUU,0.013088,nb GeV^-4,0.0035145,0.0045274,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,240.4,deg,64,d4SigUU,0.020269,nb GeV^-4,0.0057099,0.0090746,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,331.3,deg,64,d4SigUU,0.099421,nb GeV^-4,0.018305,0.034799,CLAS,e-,10.6,p,0.938272088
0.232,-0.319,2.201,352.6,deg,64,d4SigUU,0.11133,nb GeV^-4,0.0095916,0.036302,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,7.2,deg,65,d4SigUU,0.12754,nb GeV^-4,0.0097858,0.043357,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,22,deg,65,d4SigUU,0.084178,nb GeV^-4,0.012086,0.028733,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,48.6,deg,65,d4SigUU,0.032909,nb GeV^-4,0.01248,0.014442,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,89.3,deg,65,d4SigUU,0.019244,nb GeV^-4,0.0031522,0.0067577,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,127.4,deg,65,d4SigUU,0.013657,nb GeV^-4,0.002995,0.0056497,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,142.4,deg,65,d4SigUU,0.01044,nb GeV^-4,0.0021355,0.0039,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,157.5,deg,65,d4SigUU,0.0066329,nb GeV^-4,0.002066,0.0024715,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,172.5,deg,65,d4SigUU,0.0075779,nb GeV^-4,0.0020089,0.0031308,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,187.5,deg,65,d4SigUU,0.0097993,nb GeV^-4,0.0016037,0.0035218,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,202.5,deg,65,d4SigUU,0.01039,nb GeV^-4,0.0023407,0.0037212,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,217.5,deg,65,d4SigUU,0.011525,nb GeV^-4,0.0041576,0.0046017,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,248.5,deg,65,d4SigUU,0.01242,nb GeV^-4,0.0037815,0.0048696,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,277.7,deg,65,d4SigUU,0.019639,nb GeV^-4,0.0052063,0.0071765,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,292.8,deg,65,d4SigUU,0.031567,nb GeV^-4,0.0072432,0.012909,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,332.2,deg,65,d4SigUU,0.068074,nb GeV^-4,0.010826,0.025455,CLAS,e-,10.6,p,0.938272088
0.232,-0.494,2.197,352.8,deg,65,d4SigUU,0.11987,nb GeV^-4,0.0093964,0.039488,CLAS,e-,10.6,p,0.938272088
0.231,-0.698,2.193,6.9,deg,66,d4SigUU,0.12942,nb GeV^-4,0.010203,0.042887,CLAS,e-,10.6,p,0.938272088
0.231,-0.698,2.193,21.6,deg,66,d4SigUU,0.06532,nb GeV^-4,0.010024,0.02453,CLAS,e-,10.6,p,0.938272088
0.231,-0.698,2.193,142.4,deg,66,d4SigUU,0.0045332,nb GeV^-4,0.0015094,0.0019925,CLAS,e-,10.6,p,0.938272088
0.231,-0.698,2.193,157.5,deg,66,d4SigUU,0.0043258,nb GeV^-4,0.001272,0.0016396,CLAS,e-,10.6,p,0.938272088
0.231,-0.698,2.193,180,deg,66,d4SigUU,0.0039925,nb GeV^-4,0.0010244,0.0015246,CLAS,e-,10.6,p,0.938272088
0.231,-0.698,2.193,202.5,deg,66,d4SigUU,0.0039341,nb GeV^-4,0.0013233,0.0015053,CLAS,e-,10.6,p,0.938272088
0.231,-0.698,2.193,277.7,deg,66,d4SigUU,0.011921,nb GeV^-4,0.0024441,0.004172,CLAS,e-,10.6,p,0.938272088
0.231,-0.698,2.193,292.8,deg,66,d4SigUU,0.017317,nb GeV^-4,0.0029179,0.0059333,CLAS,e-,10.6,p,0.938272088
0.231,-0.698,2.193,308,deg,66,d4SigUU,0.017087,nb GeV^-4,0.0032457,0.0061431,CLAS,e-,10.6,p,0.938272088
0.231,-0.698,2.193,323.2,deg,66,d4SigUU,0.027067,nb GeV^-4,0.0049275,0.0095817,CLAS,e-,10.6,p,0.938272088
0.231,-0.698,2.193,338.4,deg,66,d4SigUU,0.063722,nb GeV^-4,0.0068422,0.02085,CLAS,e-,10.6,p,0.938272088
0.231,-0.698,2.193,353.1,deg,66,d4SigUU,0.13242,nb GeV^-4,0.009665,0.044956,CLAS,e-,10.6,p,0.938272088
0.229,-0.904,2.187,6,deg,67,d4SigUU,0.17857,nb GeV^-4,0.019937,0.065674,CLAS,e-,10.6,p,0.938272088
0.229,-0.904,2.187,21.2,deg,67,d4SigUU,0.051552,nb GeV^-4,0.0077252,0.019945,CLAS,e-,10.6,p,0.938272088
0.229,-0.904,2.187,36.6,deg,67,d4SigUU,0.016862,nb GeV^-4,0.0046376,0.0066256,CLAS,e-,10.6,p,0.938272088
0.229,-0.904,2.187,52,deg,67,d4SigUU,0.0069923,nb GeV^-4,0.0022334,0.0027089,CLAS,e-,10.6,p,0.938272088
0.229,-0.904,2.187,74,deg,67,d4SigUU,0.0073323,nb GeV^-4,0.0020998,0.0030226,CLAS,e-,10.6,p,0.938272088
0.229,-0.904,2.187,134.9,deg,67,d4SigUU,0.0036993,nb GeV^-4,0.0010647,0.0015684,CLAS,e-,10.6,p,0.938272088
0.229,-0.904,2.187,165,deg,67,d4SigUU,0.0036606,nb GeV^-4,0.00084235,0.0015468,CLAS,e-,10.6,p,0.938272088
0.229,-0.904,2.187,277.7,deg,67,d4SigUU,0.0046327,nb GeV^-4,0.00142,0.0018544,CLAS,e-,10.6,p,0.938272088
0.229,-0.904,2.187,292.8,deg,67,d4SigUU,0.0085714,nb GeV^-4,0.0019105,0.0036781,CLAS,e-,10.6,p,0.938272088
0.229,-0.904,2.187,308,deg,67,d4SigUU,0.0056067,nb GeV^-4,0.001996,0.0028318,CLAS,e-,10.6,p,0.938272088
0.229,-0.904,2.187,323.3,deg,67,d4SigUU,0.017929,nb GeV^-4,0.0030057,0.0062035,CLAS,e-,10.6,p,0.938272088
0.229,-0.904,2.187,338.8,deg,67,d4SigUU,0.045301,nb GeV^-4,0.0050869,0.017182,CLAS,e-,10.6,p,0.938272088
0.229,-0.904,2.187,354,deg,67,d4SigUU,0.1687,nb GeV^-4,0.015716,0.056324,CLAS,e-,10.6,p,0.938272088
0.229,-0.196,2.921,7.4,deg,68,d4SigUU,0.21446,nb GeV^-4,0.012804,0.070384,CLAS,e-,10.6,p,0.938272088
0.229,-0.196,2.921,22.3,deg,68,d4SigUU,0.1795,nb GeV^-4,0.010043,0.058701,CLAS,e-,10.6,p,0.938272088
0.229,-0.196,2.921,37.2,deg,68,d4SigUU,0.13991,nb GeV^-4,0.0093895,0.045813,CLAS,e-,10.6,p,0.938272088
0.229,-0.196,2.921,52.2,deg,68,d4SigUU,0.1218,nb GeV^-4,0.011706,0.042405,CLAS,e-,10.6,p,0.938272088
0.229,-0.196,2.921,67.2,deg,68,d4SigUU,0.083734,nb GeV^-4,0.0085721,0.029928,CLAS,e-,10.6,p,0.938272088
0.229,-0.196,2.921,82.3,deg,68,d4SigUU,0.064027,nb GeV^-4,0.0066558,0.022165,CLAS,e-,10.6,p,0.938272088
0.229,-0.196,2.921,97.3,deg,68,d4SigUU,0.049517,nb GeV^-4,0.0063112,0.017741,CLAS,e-,10.6,p,0.938272088
0.229,-0.196,2.921,112.3,deg,68,d4SigUU,0.048425,nb GeV^-4,0.0082241,0.017632,CLAS,e-,10.6,p,0.938272088
