,Unnamed: 0,xB,t,Q2,phi,deg/rad,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
31,31,0.255,-0.13,2.03,19,deg,AUL,-0.03,none,0.03,0.01,CLAS,e-,5.932,p,0.93827208816
32,32,0.25,-0.14,1.99,52,deg,AUL,0.05,none,0.04,0.01,CLAS,e-,5.932,p,0.93827208816
33,33,0.239,-0.14,1.93,89,deg,AUL,0.05,none,0.04,0.01,CLAS,e-,5.932,p,0.93827208816
34,34,0.235,-0.14,1.91,124,deg,AUL,0.12,none,0.06,0.02,CLAS,e-,5.932,p,0.93827208816
35,35,0.228,-0.14,1.84,160,deg,AUL,0.2,none,0.07,0.01,CLAS,e-,5.932,p,0.93827208816
36,36,0.231,-0.14,1.89,199,deg,AUL,-0.01,none,0.07,0.02,CLAS,e-,5.932,p,0.93827208816
37,37,0.235,-0.14,1.93,238,deg,AUL,-0.13,none,0.06,0.01,CLAS,e-,5.932,p,0.93827208816
38,38,0.239,-0.14,1.94,270,deg,AUL,-0.16,none,0.04,0.01,CLAS,e-,5.932,p,0.93827208816
39,39,0.248,-0.13,1.97,308,deg,AUL,-0.16,none,0.03,0.01,CLAS,e-,5.932,p,0.93827208816
40,40,0.255,-0.13,2.03,340,deg,AUL,-0.09,none,0.04,0.01,CLAS,e-,5.932,p,0.93827208816
41,41,0.276,-0.22,2.23,21,deg,AUL,0.0,none,0.06,0.01,CLAS,e-,5.932,p,0.93827208816
42,42,0.268,-0.23,2.12,53,deg,AUL,0.14,none,0.05,0.02,CLAS,e-,5.932,p,0.93827208816
43,43,0.251,-0.23,2.01,91,deg,AUL,0.16,none,0.05,0.01,CLAS,e-,5.932,p,0.93827208816
44,44,0.248,-0.23,1.91,124,deg,AUL,0.06,none,0.07,0.01,CLAS,e-,5.932,p,0.93827208816
45,45,0.246,-0.24,1.79,161,deg,AUL,0.07,none,0.07,0.01,CLAS,e-,5.932,p,0.93827208816
46,46,0.245,-0.24,1.8,199,deg,AUL,-0.03,none,0.08,0.02,CLAS,e-,5.932,p,0.93827208816
47,47,0.242,-0.23,1.97,235,deg,AUL,-0.18,none,0.07,0.01,CLAS,e-,5.932,p,0.93827208816
48,48,0.248,-0.23,2.01,270,deg,AUL,-0.21,none,0.05,0.01,CLAS,e-,5.932,p,0.93827208816
49,49,0.268,-0.23,2.14,307,deg,AUL,-0.15,none,0.05,0.02,CLAS,e-,5.932,p,0.93827208816
50,50,0.277,-0.22,2.21,340,deg,AUL,0.0,none,0.05,0.01,CLAS,e-,5.932,p,0.93827208816
51,51,0.286,-0.4,2.34,26,deg,AUL,-0.17,none,0.18,0.01,CLAS,e-,5.932,p,0.93827208816
52,52,0.276,-0.45,2.2,56,deg,AUL,0.15,none,0.08,0.02,CLAS,e-,5.932,p,0.93827208816
53,53,0.254,-0.44,2.04,90,deg,AUL,0.29,none,0.07,0.04,CLAS,e-,5.932,p,0.93827208816
54,54,0.255,-0.45,1.82,127,deg,AUL,0.14,none,0.08,0.02,CLAS,e-,5.932,p,0.93827208816
55,55,0.252,-0.48,1.73,163,deg,AUL,0.12,none,0.05,0.01,CLAS,e-,5.932,p,0.93827208816
56,56,0.254,-0.47,1.74,197,deg,AUL,-0.13,none,0.06,0.03,CLAS,e-,5.932,p,0.93827208816
57,57,0.251,-0.44,1.88,233,deg,AUL,-0.12,none,0.09,0.04,CLAS,e-,5.932,p,0.93827208816
58,58,0.253,-0.46,1.99,271,deg,AUL,-0.17,none,0.06,0.02,CLAS,e-,5.932,p,0.93827208816
59,59,0.274,-0.45,2.2,303,deg,AUL,-0.09,none,0.07,0.01,CLAS,e-,5.932,p,0.93827208816
60,60,0.287,-0.4,2.36,334,deg,AUL,-0.04,none,0.14,0.02,CLAS,e-,5.932,p,0.93827208816
61,61,0.261,-1.41,2.03,17,deg,AUL,-0.08,none,0.05,0.01,CLAS,e-,5.932,p,0.93827208816
62,62,0.258,-1.12,1.98,54,deg,AUL,0.14,none,0.07,0.02,CLAS,e-,5.932,p,0.93827208816
63,63,0.256,-1.18,1.78,87,deg,AUL,0.2,none,0.08,0.04,CLAS,e-,5.932,p,0.93827208816
64,64,0.261,-1.13,1.82,128,deg,AUL,0.46,none,0.12,0.06,CLAS,e-,5.932,p,0.93827208816
65,65,0.252,-1.03,1.79,164,deg,AUL,0.16,none,0.06,0.02,CLAS,e-,5.932,p,0.93827208816
66,66,0.254,-1.03,1.78,195,deg,AUL,-0.09,none,0.08,0.03,CLAS,e-,5.932,p,0.93827208816
67,67,0.257,-1.23,1.84,238,deg,AUL,-0.3,none,0.11,0.04,CLAS,e-,5.932,p,0.93827208816
68,68,0.257,-1.14,1.75,270,deg,AUL,-0.26,none,0.07,0.04,CLAS,e-,5.932,p,0.93827208816
69,69,0.26,-1.12,2.01,307,deg,AUL,-0.2,none,0.08,0.02,CLAS,e-,5.932,p,0.93827208816
70,70,0.261,-1.4,2.03,343,deg,AUL,0.02,none,0.05,0.02,CLAS,e-,5.932,p,0.93827208816
71,71,0.265,-0.13,2.45,20,deg,AUL,0.02,none,0.05,0.01,CLAS,e-,5.932,p,0.93827208816
72,72,0.253,-0.14,2.36,53,deg,AUL,0.01,none,0.05,0.02,CLAS,e-,5.932,p,0.93827208816
73,73,0.249,-0.14,2.32,88,deg,AUL,-0.01,none,0.07,0.01,CLAS,e-,5.932,p,0.93827208816
74,74,0.246,-0.14,2.3,125,deg,AUL,0.14,none,0.1,0.01,CLAS,e-,5.932,p,0.93827208816
75,75,0.242,-0.14,2.26,162,deg,AUL,0.25,none,0.12,0.05,CLAS,e-,5.932,p,0.93827208816
76,76,0.242,-0.14,2.27,199,deg,AUL,0.07,none,0.1,0.04,CLAS,e-,5.932,p,0.93827208816
77,77,0.243,-0.14,2.28,237,deg,AUL,-0.17,none,0.09,0.02,CLAS,e-,5.932,p,0.93827208816
78,78,0.248,-0.14,2.32,271,deg,AUL,-0.15,none,0.07,0.01,CLAS,e-,5.932,p,0.93827208816
79,79,0.253,-0.14,2.36,307,deg,AUL,-0.1,none,0.05,0.01,CLAS,e-,5.932,p,0.93827208816
80,80,0.265,-0.14,2.45,340,deg,AUL,-0.07,none,0.06,0.02,CLAS,e-,5.932,p,0.93827208816
81,81,0.281,-0.22,2.57,24,deg,AUL,0.03,none,0.09,0.03,CLAS,e-,5.932,p,0.93827208816
82,82,0.269,-0.23,2.5,53,deg,AUL,0.09,none,0.06,0.02,CLAS,e-,5.932,p,0.93827208816
83,83,0.258,-0.23,2.4,90,deg,AUL,0.07,none,0.08,0.01,CLAS,e-,5.932,p,0.93827208816
84,84,0.252,-0.23,2.35,126,deg,AUL,0.1,none,0.11,0.02,CLAS,e-,5.932,p,0.93827208816
85,85,0.254,-0.23,2.36,161,deg,AUL,-0.18,none,0.12,0.02,CLAS,e-,5.932,p,0.93827208816
86,86,0.254,-0.23,2.37,199,deg,AUL,0.15,none,0.11,0.01,CLAS,e-,5.932,p,0.93827208816
87,87,0.254,-0.23,2.36,236,deg,AUL,-0.23,none,0.1,0.02,CLAS,e-,5.932,p,0.93827208816
88,88,0.26,-0.23,2.42,270,deg,AUL,-0.14,none,0.08,0.02,CLAS,e-,5.932,p,0.93827208816
89,89,0.266,-0.23,2.48,308,deg,AUL,-0.21,none,0.06,0.01,CLAS,e-,5.932,p,0.93827208816
90,90,0.279,-0.22,2.56,336,deg,AUL,-0.09,none,0.08,0.02,CLAS,e-,5.932,p,0.93827208816
91,91,0.284,-0.41,2.6,31,deg,AUL,-0.01,none,0.23,0.06,CLAS,e-,5.932,p,0.93827208816
92,92,0.275,-0.44,2.55,52,deg,AUL,0.07,none,0.07,0.02,CLAS,e-,5.932,p,0.93827208816
93,93,0.264,-0.44,2.45,91,deg,AUL,0.04,none,0.08,0.04,CLAS,e-,5.932,p,0.93827208816
94,94,0.254,-0.44,2.37,122,deg,AUL,0.15,none,0.12,0.01,CLAS,e-,5.932,p,0.93827208816
95,95,0.25,-0.41,2.33,159,deg,AUL,-0.24,none,0.16,0.04,CLAS,e-,5.932,p,0.93827208816
96,96,0.253,-0.41,2.36,199,deg,AUL,0.0,none,0.14,0.03,CLAS,e-,5.932,p,0.93827208816
97,97,0.254,-0.43,2.36,235,deg,AUL,-0.05,none,0.12,0.03,CLAS,e-,5.932,p,0.93827208816
98,98,0.261,-0.45,2.43,270,deg,AUL,-0.12,none,0.09,0.03,CLAS,e-,5.932,p,0.93827208816
99,99,0.274,-0.45,2.54,307,deg,AUL,-0.22,none,0.08,0.03,CLAS,e-,5.932,p,0.93827208816
100,100,0.284,-0.42,2.61,330,deg,AUL,-0.03,none,0.18,0.03,CLAS,e-,5.932,p,0.93827208816
101,101,0.261,-1.22,2.43,20,deg,AUL,0.08,none,0.09,0.01,CLAS,e-,5.932,p,0.93827208816
102,102,0.265,-1.06,2.45,52,deg,AUL,0.0,none,0.11,0.03,CLAS,e-,5.932,p,0.93827208816
103,103,0.255,-0.96,2.37,88,deg,AUL,0.21,none,0.22,0.05,CLAS,e-,5.932,p,0.93827208816
104,104,0.261,-0.96,2.43,273,deg,AUL,0.09,none,0.2,0.08,CLAS,e-,5.932,p,0.93827208816
105,105,0.262,-1.08,2.44,308,deg,AUL,-0.04,none,0.11,0.03,CLAS,e-,5.932,p,0.93827208816
106,106,0.265,-1.23,2.46,340,deg,AUL,-0.09,none,0.09,0.01,CLAS,e-,5.932,p,0.93827208816
107,107,0.319,-0.16,2.55,19,deg,AUL,0.07,none,0.07,0.01,CLAS,e-,5.932,p,0.93827208816
108,108,0.319,-0.16,2.5,50,deg,AUL,0.1,none,0.09,0.01,CLAS,e-,5.932,p,0.93827208816
109,109,0.32,-0.16,2.53,88,deg,AUL,0.16,none,0.17,0.03,CLAS,e-,5.932,p,0.93827208816
110,110,0.317,-0.16,2.55,240,deg,AUL,-0.19,none,0.26,0.05,CLAS,e-,5.932,p,0.93827208816
111,111,0.321,-0.16,2.59,273,deg,AUL,-0.24,none,0.17,0.07,CLAS,e-,5.932,p,0.93827208816
112,112,0.319,-0.16,2.53,309,deg,AUL,-0.11,none,0.08,0.01,CLAS,e-,5.932,p,0.93827208816
113,113,0.318,-0.16,2.55,342,deg,AUL,0.02,none,0.07,0.01,CLAS,e-,5.932,p,0.93827208816
114,114,0.338,-0.24,2.72,19,deg,AUL,0.1,none,0.03,0.01,CLAS,e-,5.932,p,0.93827208816
115,115,0.338,-0.24,2.68,51,deg,AUL,0.11,none,0.04,0.01,CLAS,e-,5.932,p,0.93827208816
116,116,0.337,-0.24,2.67,89,deg,AUL,0.15,none,0.07,0.02,CLAS,e-,5.932,p,0.93827208816
117,117,0.337,-0.25,2.43,122,deg,AUL,0.19,none,0.08,0.01,CLAS,e-,5.932,p,0.93827208816
118,118,0.326,-0.25,2.47,161,deg,AUL,0.25,none,0.14,0.03,CLAS,e-,5.932,p,0.93827208816
119,119,0.322,-0.25,2.55,201,deg,AUL,-0.25,none,0.11,0.06,CLAS,e-,5.932,p,0.93827208816
120,120,0.338,-0.24,2.55,238,deg,AUL,-0.18,none,0.09,0.01,CLAS,e-,5.932,p,0.93827208816
121,121,0.337,-0.24,2.73,271,deg,AUL,-0.28,none,0.07,0.02,CLAS,e-,5.932,p,0.93827208816
122,122,0.336,-0.24,2.69,309,deg,AUL,-0.16,none,0.04,0.01,CLAS,e-,5.932,p,0.93827208816
123,123,0.338,-0.24,2.68,341,deg,AUL,-0.08,none,0.03,0.01,CLAS,e-,5.932,p,0.93827208816
124,124,0.356,-0.44,2.81,20,deg,AUL,0.04,none,0.03,0.01,CLAS,e-,5.932,p,0.93827208816
125,125,0.346,-0.46,2.74,51,deg,AUL,0.13,none,0.03,0.01,CLAS,e-,5.932,p,0.93827208816
126,126,0.346,-0.45,2.68,90,deg,AUL,0.18,none,0.06,0.02,CLAS,e-,5.932,p,0.93827208816
127,127,0.349,-0.47,2.24,126,deg,AUL,0.19,none,0.06,0.03,CLAS,e-,5.932,p,0.93827208816
128,128,0.339,-0.49,2.25,162,deg,AUL,0.25,none,0.07,0.03,CLAS,e-,5.932,p,0.93827208816
129,129,0.339,-0.49,2.23,202,deg,AUL,-0.15,none,0.07,0.02,CLAS,e-,5.932,p,0.93827208816
130,130,0.347,-0.47,2.43,232,deg,AUL,-0.21,none,0.08,0.03,CLAS,e-,5.932,p,0.93827208816
131,131,0.344,-0.47,2.72,271,deg,AUL,-0.26,none,0.06,0.02,CLAS,e-,5.932,p,0.93827208816
132,132,0.347,-0.45,2.77,309,deg,AUL,-0.18,none,0.04,0.01,CLAS,e-,5.932,p,0.93827208816
133,133,0.355,-0.45,2.77,340,deg,AUL,-0.07,none,0.03,0.01,CLAS,e-,5.932,p,0.93827208816
134,134,0.352,-1.3,2.59,20,deg,AUL,0.04,none,0.04,0.01,CLAS,e-,5.932,p,0.93827208816
135,135,0.348,-1.09,2.59,52,deg,AUL,0.15,none,0.05,0.02,CLAS,e-,5.932,p,0.93827208816
136,136,0.35,-1.28,2.28,87,deg,AUL,0.09,none,0.08,0.06,CLAS,e-,5.932,p,0.93827208816
137,137,0.353,-1.09,2.27,129,deg,AUL,0.19,none,0.08,0.05,CLAS,e-,5.932,p,0.93827208816
138,138,0.345,-1.06,2.33,161,deg,AUL,0.21,none,0.08,0.03,CLAS,e-,5.932,p,0.93827208816
139,139,0.347,-1.06,2.29,201,deg,AUL,-0.19,none,0.08,0.03,CLAS,e-,5.932,p,0.93827208816
140,140,0.352,-1.23,2.33,236,deg,AUL,-0.25,none,0.09,0.06,CLAS,e-,5.932,p,0.93827208816
141,141,0.347,-1.23,2.25,269,deg,AUL,-0.19,none,0.06,0.04,CLAS,e-,5.932,p,0.93827208816
142,142,0.349,-1.09,2.61,308,deg,AUL,-0.14,none,0.06,0.02,CLAS,e-,5.932,p,0.93827208816
143,143,0.352,-1.28,2.57,340,deg,AUL,-0.07,none,0.03,0.01,CLAS,e-,5.932,p,0.93827208816
144,145,0.414,-0.27,3.16,51,deg,AUL,-0.04,none,0.26,0.08,CLAS,e-,5.932,p,0.93827208816
145,146,0.443,-0.51,3.36,17,deg,AUL,-0.02,none,0.04,0.01,CLAS,e-,5.932,p,0.93827208816
146,147,0.444,-0.49,3.41,52,deg,AUL,0.13,none,0.06,0.02,CLAS,e-,5.932,p,0.93827208816
147,148,0.448,-0.49,3.25,89,deg,AUL,0.27,none,0.09,0.04,CLAS,e-,5.932,p,0.93827208816
148,149,0.43,-0.53,2.84,124,deg,AUL,0.27,none,0.11,0.03,CLAS,e-,5.932,p,0.93827208816
149,150,0.42,-0.57,2.93,155,deg,AUL,0.07,none,0.31,0.08,CLAS,e-,5.932,p,0.93827208816
150,151,0.421,-0.58,2.94,207,deg,AUL,-0.25,none,0.28,0.07,CLAS,e-,5.932,p,0.93827208816
151,152,0.435,-0.5,2.95,238,deg,AUL,-0.18,none,0.13,0.05,CLAS,e-,5.932,p,0.93827208816
152,153,0.44,-0.48,3.33,271,deg,AUL,-0.24,none,0.1,0.01,CLAS,e-,5.932,p,0.93827208816
153,154,0.445,-0.5,3.46,310,deg,AUL,-0.23,none,0.06,0.01,CLAS,e-,5.932,p,0.93827208816
154,155,0.443,-0.52,3.35,342,deg,AUL,-0.16,none,0.04,0.01,CLAS,e-,5.932,p,0.93827208816
155,156,0.465,-1.12,3.37,18,deg,AUL,0.08,none,0.04,0.01,CLAS,e-,5.932,p,0.93827208816
156,157,0.465,-1.13,3.46,52,deg,AUL,0.16,none,0.07,0.03,CLAS,e-,5.932,p,0.93827208816
157,158,0.459,-1.27,3.18,89,deg,AUL,0.15,none,0.1,0.05,CLAS,e-,5.932,p,0.93827208816
158,159,0.456,-1.15,3.13,126,deg,AUL,0.04,none,0.08,0.05,CLAS,e-,5.932,p,0.93827208816
159,160,0.434,-1.18,3.3,159,deg,AUL,0.12,none,0.15,0.04,CLAS,e-,5.932,p,0.93827208816
160,161,0.43,-1.09,3.11,203,deg,AUL,0.0,none,0.16,0.06,CLAS,e-,5.932,p,0.93827208816
161,162,0.455,-1.25,3.16,236,deg,AUL,-0.3,none,0.1,0.06,CLAS,e-,5.932,p,0.93827208816
162,163,0.454,-1.35,3.12,269,deg,AUL,-0.21,none,0.09,0.05,CLAS,e-,5.932,p,0.93827208816
163,164,0.467,-1.1,3.49,310,deg,AUL,-0.25,none,0.07,0.03,CLAS,e-,5.932,p,0.93827208816
164,165,0.464,-1.15,3.36,342,deg,AUL,-0.08,none,0.04,0.01,CLAS,e-,5.932,p,0.93827208816
