,xB,t,Q2,phi,bin,deg/rad,obs,value,units,stat_u,syst_u,col,lepton,E_lepton,hadron,E_hadron
2376,0.335,-0.873,2.835,323.5,131,deg,d4SigUU,0.0264638,nb GeV^-4,0.00161416,0.00281679,CLAS,e-,5.88,p,0.938272088
2377,0.334,-1.646,2.805,7.9,132,deg,d4SigUU,0.0136898,nb GeV^-4,0.00156121,0.000980939,CLAS,e-,5.88,p,0.938272088
2378,0.335,-1.408,2.802,22.4,132,deg,d4SigUU,0.0124151,nb GeV^-4,0.00105017,0.000749467,CLAS,e-,5.88,p,0.938272088
2379,0.335,-1.385,2.818,36.5,132,deg,d4SigUU,0.00496414,nb GeV^-4,0.000523815,0.000338935,CLAS,e-,5.88,p,0.938272088
2380,0.335,-1.392,2.83,51.7,132,deg,d4SigUU,0.00301808,nb GeV^-4,0.000406631,0.000269374,CLAS,e-,5.88,p,0.938272088
2381,0.335,-1.393,2.839,66.8,132,deg,d4SigUU,0.00216746,nb GeV^-4,0.000396092,0.000309906,CLAS,e-,5.88,p,0.938272088
2382,0.335,-1.392,2.843,81.9,132,deg,d4SigUU,0.00161299,nb GeV^-4,0.000862773,0.000163185,CLAS,e-,5.88,p,0.938272088
2383,0.337,-1.39,2.855,172.2,132,deg,d4SigUU,0.000802323,nb GeV^-4,0.000661654,0.000351915,CLAS,e-,5.88,p,0.938272088
2384,0.337,-1.39,2.855,187.8,132,deg,d4SigUU,0.000363364,nb GeV^-4,0.000329544,3.2209E-05,CLAS,e-,5.88,p,0.938272088
2385,0.334,-1.389,2.844,263.1,132,deg,d4SigUU,0.00147085,nb GeV^-4,0.000897469,0.000544838,CLAS,e-,5.88,p,0.938272088
2386,0.335,-1.392,2.843,278.1,132,deg,d4SigUU,0.00310607,nb GeV^-4,0.0012771,0.000253374,CLAS,e-,5.88,p,0.938272088
2387,0.335,-1.393,2.839,293.2,132,deg,d4SigUU,0.00143099,nb GeV^-4,0.000260766,0.000197801,CLAS,e-,5.88,p,0.938272088
2388,0.335,-1.385,2.818,323.5,132,deg,d4SigUU,0.00707077,nb GeV^-4,0.000663368,0.000536451,CLAS,e-,5.88,p,0.938272088
2389,0.335,-1.408,2.802,337.6,132,deg,d4SigUU,0.00967423,nb GeV^-4,0.000658057,0.00071337,CLAS,e-,5.88,p,0.938272088
2390,0.334,-1.646,2.805,352.1,132,deg,d4SigUU,0.0173115,nb GeV^-4,0.00194746,0.00143231,CLAS,e-,5.88,p,0.938272088
2391,0.359,-0.17,2.386,7.5,133,deg,d4SigUU,0.121151,nb GeV^-4,0.0411915,0.107888,CLAS,e-,5.88,p,0.938272088
2392,0.359,-0.17,2.387,22.5,133,deg,d4SigUU,0.0352515,nb GeV^-4,0.0341452,0.00308804,CLAS,e-,5.88,p,0.938272088
2393,0.359,-0.169,2.387,37.4,133,deg,d4SigUU,0.0281011,nb GeV^-4,0.0151533,0.00485636,CLAS,e-,5.88,p,0.938272088
2394,0.359,-0.169,2.389,67.4,133,deg,d4SigUU,0.0136818,nb GeV^-4,0.0100033,0.000797778,CLAS,e-,5.88,p,0.938272088
2395,0.359,-0.169,2.39,82.4,133,deg,d4SigUU,0.0153985,nb GeV^-4,0.0119637,0.000897877,CLAS,e-,5.88,p,0.938272088
2396,0.359,-0.169,2.389,292.6,133,deg,d4SigUU,0.073375,nb GeV^-4,0.0335755,0.00729389,CLAS,e-,5.88,p,0.938272088
2397,0.359,-0.169,2.387,322.6,133,deg,d4SigUU,0.0482182,nb GeV^-4,0.0133367,0.00702396,CLAS,e-,5.88,p,0.938272088
2398,0.359,-0.17,2.387,337.5,133,deg,d4SigUU,0.121681,nb GeV^-4,0.034461,0.0103063,CLAS,e-,5.88,p,0.938272088
2399,0.359,-0.17,2.386,352.5,133,deg,d4SigUU,0.0660045,nb GeV^-4,0.0201645,0.00538044,CLAS,e-,5.88,p,0.938272088
2400,0.364,-0.206,2.416,7.5,134,deg,d4SigUU,0.11605,nb GeV^-4,0.0152555,0.0214821,CLAS,e-,5.88,p,0.938272088
2401,0.364,-0.206,2.416,22.4,134,deg,d4SigUU,0.0550456,nb GeV^-4,0.00626371,0.0134945,CLAS,e-,5.88,p,0.938272088
2402,0.364,-0.205,2.417,37.3,134,deg,d4SigUU,0.0916904,nb GeV^-4,0.0113059,0.00600138,CLAS,e-,5.88,p,0.938272088
2403,0.364,-0.205,2.419,52.3,134,deg,d4SigUU,0.0502594,nb GeV^-4,0.00696995,0.00399036,CLAS,e-,5.88,p,0.938272088
2404,0.364,-0.205,2.42,67.3,134,deg,d4SigUU,0.0484186,nb GeV^-4,0.00686619,0.00562824,CLAS,e-,5.88,p,0.938272088
2405,0.364,-0.204,2.422,82.3,134,deg,d4SigUU,0.0676342,nb GeV^-4,0.0126349,0.00468484,CLAS,e-,5.88,p,0.938272088
2406,0.365,-0.204,2.423,97.3,134,deg,d4SigUU,0.0453165,nb GeV^-4,0.0138605,0.00264238,CLAS,e-,5.88,p,0.938272088
2407,0.365,-0.203,2.425,247.7,134,deg,d4SigUU,0.0210413,nb GeV^-4,0.013583,0.00167262,CLAS,e-,5.88,p,0.938272088
2408,0.365,-0.204,2.423,262.7,134,deg,d4SigUU,0.0531468,nb GeV^-4,0.0120941,0.0150325,CLAS,e-,5.88,p,0.938272088
2409,0.364,-0.204,2.422,277.7,134,deg,d4SigUU,0.0270351,nb GeV^-4,0.00605971,0.00652078,CLAS,e-,5.88,p,0.938272088
2410,0.364,-0.205,2.42,292.7,134,deg,d4SigUU,0.0535615,nb GeV^-4,0.0103322,0.0532584,CLAS,e-,5.88,p,0.938272088
2411,0.364,-0.205,2.419,307.7,134,deg,d4SigUU,0.0462248,nb GeV^-4,0.00661756,0.00977579,CLAS,e-,5.88,p,0.938272088
2412,0.364,-0.205,2.417,322.7,134,deg,d4SigUU,0.0622438,nb GeV^-4,0.00657178,0.00389812,CLAS,e-,5.88,p,0.938272088
2413,0.364,-0.206,2.416,337.6,134,deg,d4SigUU,0.0842696,nb GeV^-4,0.00799765,0.00569002,CLAS,e-,5.88,p,0.938272088
2414,0.364,-0.206,2.416,352.5,134,deg,d4SigUU,0.0841277,nb GeV^-4,0.00831274,0.0062193,CLAS,e-,5.88,p,0.938272088
2415,0.364,-0.265,2.418,7.4,135,deg,d4SigUU,0.0927817,nb GeV^-4,0.0072283,0.00840204,CLAS,e-,5.88,p,0.938272088
2416,0.364,-0.265,2.418,22.3,135,deg,d4SigUU,0.111026,nb GeV^-4,0.0102457,0.0123229,CLAS,e-,5.88,p,0.938272088
2417,0.364,-0.264,2.419,37.2,135,deg,d4SigUU,0.0561953,nb GeV^-4,0.0047286,0.00431771,CLAS,e-,5.88,p,0.938272088
2418,0.364,-0.264,2.42,52.2,135,deg,d4SigUU,0.0565052,nb GeV^-4,0.00479713,0.00397382,CLAS,e-,5.88,p,0.938272088
2419,0.364,-0.263,2.422,67.2,135,deg,d4SigUU,0.0477145,nb GeV^-4,0.00543279,0.00311005,CLAS,e-,5.88,p,0.938272088
2420,0.365,-0.263,2.425,97.2,135,deg,d4SigUU,0.036561,nb GeV^-4,0.0115496,0.00360948,CLAS,e-,5.88,p,0.938272088
2421,0.365,-0.263,2.425,262.8,135,deg,d4SigUU,0.0146982,nb GeV^-4,0.00342512,0.00361905,CLAS,e-,5.88,p,0.938272088
2422,0.365,-0.263,2.423,277.8,135,deg,d4SigUU,0.0750254,nb GeV^-4,0.0210089,0.00516859,CLAS,e-,5.88,p,0.938272088
2423,0.364,-0.263,2.422,292.8,135,deg,d4SigUU,0.0455046,nb GeV^-4,0.00738192,0.00420225,CLAS,e-,5.88,p,0.938272088
2424,0.364,-0.264,2.42,307.8,135,deg,d4SigUU,0.0815877,nb GeV^-4,0.00961819,0.0112635,CLAS,e-,5.88,p,0.938272088
2425,0.364,-0.264,2.419,322.8,135,deg,d4SigUU,0.0577709,nb GeV^-4,0.00410654,0.00392888,CLAS,e-,5.88,p,0.938272088
2426,0.364,-0.265,2.418,337.7,135,deg,d4SigUU,0.0930062,nb GeV^-4,0.00666755,0.00556932,CLAS,e-,5.88,p,0.938272088
2427,0.364,-0.265,2.418,352.6,135,deg,d4SigUU,0.0939474,nb GeV^-4,0.00635571,0.00587262,CLAS,e-,5.88,p,0.938272088
2428,0.364,-0.345,2.418,7.4,136,deg,d4SigUU,0.0738496,nb GeV^-4,0.00486668,0.00462881,CLAS,e-,5.88,p,0.938272088
2429,0.364,-0.344,2.419,22.2,136,deg,d4SigUU,0.0666484,nb GeV^-4,0.00531028,0.00476997,CLAS,e-,5.88,p,0.938272088
2430,0.364,-0.343,2.419,37.1,136,deg,d4SigUU,0.0624542,nb GeV^-4,0.00512026,0.0038599,CLAS,e-,5.88,p,0.938272088
2431,0.364,-0.343,2.421,52.1,136,deg,d4SigUU,0.0461934,nb GeV^-4,0.00406236,0.00300525,CLAS,e-,5.88,p,0.938272088
2432,0.364,-0.342,2.422,67.1,136,deg,d4SigUU,0.0287696,nb GeV^-4,0.0029007,0.0028918,CLAS,e-,5.88,p,0.938272088
2433,0.365,-0.342,2.423,82.1,136,deg,d4SigUU,0.0193444,nb GeV^-4,0.0038447,0.00369955,CLAS,e-,5.88,p,0.938272088
2434,0.365,-0.341,2.425,97.2,136,deg,d4SigUU,0.00558528,nb GeV^-4,0.00333527,0.0117282,CLAS,e-,5.88,p,0.938272088
2435,0.365,-0.341,2.425,262.8,136,deg,d4SigUU,0.0149288,nb GeV^-4,0.00588712,0.00118137,CLAS,e-,5.88,p,0.938272088
2436,0.365,-0.342,2.423,277.9,136,deg,d4SigUU,0.0299899,nb GeV^-4,0.00712568,0.00460115,CLAS,e-,5.88,p,0.938272088
2437,0.364,-0.342,2.422,292.9,136,deg,d4SigUU,0.0479041,nb GeV^-4,0.00632031,0.00640936,CLAS,e-,5.88,p,0.938272088
2438,0.364,-0.343,2.421,307.9,136,deg,d4SigUU,0.0736209,nb GeV^-4,0.00795967,0.00678752,CLAS,e-,5.88,p,0.938272088
2439,0.364,-0.343,2.419,322.9,136,deg,d4SigUU,0.0722232,nb GeV^-4,0.00529907,0.00499697,CLAS,e-,5.88,p,0.938272088
2440,0.364,-0.344,2.419,337.8,136,deg,d4SigUU,0.0889342,nb GeV^-4,0.00526861,0.00555692,CLAS,e-,5.88,p,0.938272088
2441,0.364,-0.345,2.418,352.6,136,deg,d4SigUU,0.0953264,nb GeV^-4,0.00532912,0.00571085,CLAS,e-,5.88,p,0.938272088
2442,0.364,-0.455,2.418,7.3,137,deg,d4SigUU,0.0937782,nb GeV^-4,0.00485252,0.0072749,CLAS,e-,5.88,p,0.938272088
2443,0.364,-0.454,2.418,22.1,137,deg,d4SigUU,0.0736333,nb GeV^-4,0.00472904,0.00445545,CLAS,e-,5.88,p,0.938272088
2444,0.364,-0.452,2.419,37,137,deg,d4SigUU,0.0422879,nb GeV^-4,0.00321326,0.0026274,CLAS,e-,5.88,p,0.938272088
2445,0.364,-0.45,2.42,52,137,deg,d4SigUU,0.0377181,nb GeV^-4,0.00328109,0.00358191,CLAS,e-,5.88,p,0.938272088
2446,0.365,-0.449,2.422,67,137,deg,d4SigUU,0.0245173,nb GeV^-4,0.00281475,0.00198854,CLAS,e-,5.88,p,0.938272088
2447,0.365,-0.449,2.423,82.1,137,deg,d4SigUU,0.0108649,nb GeV^-4,0.00218302,0.00238441,CLAS,e-,5.88,p,0.938272088
2448,0.365,-0.448,2.425,97.1,137,deg,d4SigUU,0.00657685,nb GeV^-4,0.00585238,0.00585223,CLAS,e-,5.88,p,0.938272088
2449,0.365,-0.447,2.428,142.3,137,deg,d4SigUU,0.0279347,nb GeV^-4,0.0219843,0.00162886,CLAS,e-,5.88,p,0.938272088
2450,0.365,-0.447,2.428,217.7,137,deg,d4SigUU,0.00903963,nb GeV^-4,0.00585175,0.000527096,CLAS,e-,5.88,p,0.938272088
2451,0.365,-0.449,2.423,277.9,137,deg,d4SigUU,0.019625,nb GeV^-4,0.00333011,0.00355171,CLAS,e-,5.88,p,0.938272088
2452,0.365,-0.449,2.422,293,137,deg,d4SigUU,0.0269499,nb GeV^-4,0.00343047,0.0028826,CLAS,e-,5.88,p,0.938272088
2453,0.364,-0.45,2.42,308,137,deg,d4SigUU,0.0416726,nb GeV^-4,0.00430447,0.00275806,CLAS,e-,5.88,p,0.938272088
2454,0.364,-0.452,2.419,323,137,deg,d4SigUU,0.0643368,nb GeV^-4,0.00460058,0.00387439,CLAS,e-,5.88,p,0.938272088
2455,0.364,-0.454,2.418,337.9,137,deg,d4SigUU,0.0711211,nb GeV^-4,0.00364836,0.00509474,CLAS,e-,5.88,p,0.938272088
2456,0.364,-0.455,2.418,352.7,137,deg,d4SigUU,0.0899285,nb GeV^-4,0.00389009,0.00540392,CLAS,e-,5.88,p,0.938272088
2457,0.364,-0.621,2.413,7.2,138,deg,d4SigUU,0.0779132,nb GeV^-4,0.00340472,0.00564611,CLAS,e-,5.88,p,0.938272088
2458,0.364,-0.618,2.417,21.8,138,deg,d4SigUU,0.0688738,nb GeV^-4,0.00389033,0.00434006,CLAS,e-,5.88,p,0.938272088
2459,0.364,-0.613,2.417,36.7,138,deg,d4SigUU,0.0285686,nb GeV^-4,0.00221066,0.001996,CLAS,e-,5.88,p,0.938272088
2460,0.365,-0.61,2.419,51.8,138,deg,d4SigUU,0.024866,nb GeV^-4,0.0021982,0.00152671,CLAS,e-,5.88,p,0.938272088
2461,0.365,-0.608,2.421,66.9,138,deg,d4SigUU,0.0141482,nb GeV^-4,0.00152407,0.00145425,CLAS,e-,5.88,p,0.938272088
2462,0.365,-0.607,2.423,82,138,deg,d4SigUU,0.00841656,nb GeV^-4,0.00233433,0.000490766,CLAS,e-,5.88,p,0.938272088
2463,0.365,-0.605,2.427,127.2,138,deg,d4SigUU,0.0449447,nb GeV^-4,0.0336628,0.0103794,CLAS,e-,5.88,p,0.938272088
2464,0.365,-0.605,2.428,142.3,138,deg,d4SigUU,0.0423114,nb GeV^-4,0.0316305,0.00579365,CLAS,e-,5.88,p,0.938272088
2465,0.365,-0.605,2.429,157.4,138,deg,d4SigUU,0.0217486,nb GeV^-4,0.0167111,0.00230734,CLAS,e-,5.88,p,0.938272088
2466,0.365,-0.605,2.428,172.4,138,deg,d4SigUU,0.00366222,nb GeV^-4,0.0016659,0.000612426,CLAS,e-,5.88,p,0.938272088
2467,0.365,-0.605,2.428,187.6,138,deg,d4SigUU,0.00164136,nb GeV^-4,0.00142446,0.00128501,CLAS,e-,5.88,p,0.938272088
2468,0.365,-0.605,2.429,202.6,138,deg,d4SigUU,0.00325957,nb GeV^-4,0.00122651,0.000763834,CLAS,e-,5.88,p,0.938272088
2469,0.365,-0.605,2.428,217.7,138,deg,d4SigUU,0.00626344,nb GeV^-4,0.00339272,0.00261598,CLAS,e-,5.88,p,0.938272088
2470,0.365,-0.605,2.427,232.8,138,deg,d4SigUU,0.00599226,nb GeV^-4,0.00516227,0.00310215,CLAS,e-,5.88,p,0.938272088
2471,0.365,-0.607,2.423,278,138,deg,d4SigUU,0.00806368,nb GeV^-4,0.00208703,0.00131359,CLAS,e-,5.88,p,0.938272088
2472,0.365,-0.608,2.421,293.1,138,deg,d4SigUU,0.0127067,nb GeV^-4,0.00157286,0.00187949,CLAS,e-,5.88,p,0.938272088
2473,0.365,-0.61,2.419,308.2,138,deg,d4SigUU,0.0266494,nb GeV^-4,0.00286354,0.00222449,CLAS,e-,5.88,p,0.938272088
2474,0.364,-0.613,2.417,323.3,138,deg,d4SigUU,0.0305926,nb GeV^-4,0.00210338,0.00223975,CLAS,e-,5.88,p,0.938272088
2475,0.364,-0.618,2.417,338.2,138,deg,d4SigUU,0.0551426,nb GeV^-4,0.00242953,0.00337308,CLAS,e-,5.88,p,0.938272088
2476,0.364,-0.621,2.413,352.8,138,deg,d4SigUU,0.0987788,nb GeV^-4,0.00391755,0.00960717,CLAS,e-,5.88,p,0.938272088
2477,0.364,-0.895,2.404,21.4,139,deg,d4SigUU,0.0439811,nb GeV^-4,0.00255162,0.00284238,CLAS,e-,5.88,p,0.938272088
2478,0.365,-0.885,2.414,36.4,139,deg,d4SigUU,0.0209025,nb GeV^-4,0.00173377,0.00156253,CLAS,e-,5.88,p,0.938272088
2479,0.365,-0.878,2.417,51.6,139,deg,d4SigUU,0.0140892,nb GeV^-4,0.00135426,0.00100599,CLAS,e-,5.88,p,0.938272088
2480,0.365,-0.874,2.42,66.8,139,deg,d4SigUU,0.0080375,nb GeV^-4,0.00125126,0.000607306,CLAS,e-,5.88,p,0.938272088
2481,0.365,-0.871,2.425,97,139,deg,d4SigUU,0.00665512,nb GeV^-4,0.00561307,0.00122955,CLAS,e-,5.88,p,0.938272088
2482,0.365,-0.869,2.426,127.2,139,deg,d4SigUU,0.00787953,nb GeV^-4,0.00287957,0.00132483,CLAS,e-,5.88,p,0.938272088
2483,0.365,-0.869,2.429,142.3,139,deg,d4SigUU,0.0112339,nb GeV^-4,0.00479248,0.00128603,CLAS,e-,5.88,p,0.938272088
2484,0.365,-0.867,2.429,157.4,139,deg,d4SigUU,0.00118492,nb GeV^-4,0.000598463,0.00142256,CLAS,e-,5.88,p,0.938272088
2485,0.366,-0.868,2.428,172.4,139,deg,d4SigUU,0.00992912,nb GeV^-4,0.007191,0.00123265,CLAS,e-,5.88,p,0.938272088
2486,0.365,-0.867,2.429,202.6,139,deg,d4SigUU,0.00766333,nb GeV^-4,0.0032321,0.00426076,CLAS,e-,5.88,p,0.938272088
2487,0.365,-0.869,2.429,217.7,139,deg,d4SigUU,0.0242844,nb GeV^-4,0.0181178,0.00239897,CLAS,e-,5.88,p,0.938272088
2488,0.365,-0.869,2.426,232.8,139,deg,d4SigUU,0.0147111,nb GeV^-4,0.011024,0.000857795,CLAS,e-,5.88,p,0.938272088
2489,0.365,-0.869,2.427,247.8,139,deg,d4SigUU,0.0120303,nb GeV^-4,0.00904883,0.000701484,CLAS,e-,5.88,p,0.938272088
2490,0.365,-0.874,2.42,293.2,139,deg,d4SigUU,0.00543161,nb GeV^-4,0.00118346,0.0018909,CLAS,e-,5.88,p,0.938272088
2491,0.365,-0.878,2.417,308.4,139,deg,d4SigUU,0.011281,nb GeV^-4,0.00144414,0.00116387,CLAS,e-,5.88,p,0.938272088
2492,0.365,-0.885,2.414,323.6,139,deg,d4SigUU,0.0188441,nb GeV^-4,0.00131983,0.00125996,CLAS,e-,5.88,p,0.938272088
2493,0.364,-0.895,2.404,338.6,139,deg,d4SigUU,0.0420771,nb GeV^-4,0.00189796,0.00385608,CLAS,e-,5.88,p,0.938272088
2494,0.365,-1.413,2.39,21.1,140,deg,d4SigUU,0.0142536,nb GeV^-4,0.000922408,0.000863374,CLAS,e-,5.88,p,0.938272088
2495,0.365,-1.413,2.407,36.2,140,deg,d4SigUU,0.00602503,nb GeV^-4,0.000665934,0.000467997,CLAS,e-,5.88,p,0.938272088
2496,0.365,-1.409,2.414,51.5,140,deg,d4SigUU,0.0030421,nb GeV^-4,0.00053274,0.000758834,CLAS,e-,5.88,p,0.938272088
2497,0.365,-1.404,2.418,66.7,140,deg,d4SigUU,0.00716478,nb GeV^-4,0.00324587,0.00159363,CLAS,e-,5.88,p,0.938272088
2498,0.364,-1.399,2.419,81.8,140,deg,d4SigUU,0.00628135,nb GeV^-4,0.004794,0.00177633,CLAS,e-,5.88,p,0.938272088
2499,0.363,-1.397,2.438,127.5,140,deg,d4SigUU,0.00844439,nb GeV^-4,0.00611221,0.00100872,CLAS,e-,5.88,p,0.938272088
2500,0.367,-1.392,2.425,142.3,140,deg,d4SigUU,0.00530382,nb GeV^-4,0.00270217,0.000323633,CLAS,e-,5.88,p,0.938272088
2501,0.362,-1.4,2.438,201.8,140,deg,d4SigUU,0.000881261,nb GeV^-4,0.000495251,0.000251563,CLAS,e-,5.88,p,0.938272088
2502,0.367,-1.392,2.425,217.7,140,deg,d4SigUU,0.0036361,nb GeV^-4,0.00146671,0.000453874,CLAS,e-,5.88,p,0.938272088
2503,0.366,-1.397,2.428,247.8,140,deg,d4SigUU,0.00314409,nb GeV^-4,0.0010533,0.00062325,CLAS,e-,5.88,p,0.938272088
2504,0.364,-1.399,2.419,278.2,140,deg,d4SigUU,0.00585016,nb GeV^-4,0.00311858,0.000771769,CLAS,e-,5.88,p,0.938272088
2505,0.365,-1.404,2.418,293.3,140,deg,d4SigUU,0.00268221,nb GeV^-4,0.00176494,0.000309642,CLAS,e-,5.88,p,0.938272088
2506,0.365,-1.409,2.414,308.5,140,deg,d4SigUU,0.00361935,nb GeV^-4,0.000674555,0.000742755,CLAS,e-,5.88,p,0.938272088
2507,0.365,-1.413,2.407,323.8,140,deg,d4SigUU,0.00624532,nb GeV^-4,0.000657834,0.000576795,CLAS,e-,5.88,p,0.938272088
2508,0.365,-1.413,2.39,338.9,140,deg,d4SigUU,0.013887,nb GeV^-4,0.000833985,0.000948669,CLAS,e-,5.88,p,0.938272088
2509,0.358,-0.171,2.998,7.5,141,deg,d4SigUU,0.105865,nb GeV^-4,0.0287796,0.011777,CLAS,e-,5.88,p,0.938272088
2510,0.358,-0.171,2.998,22.5,141,deg,d4SigUU,0.101735,nb GeV^-4,0.0533828,0.00718153,CLAS,e-,5.88,p,0.938272088
2511,0.358,-0.171,2.999,37.4,141,deg,d4SigUU,0.027318,nb GeV^-4,0.018282,0.00713575,CLAS,e-,5.88,p,0.938272088
2512,0.358,-0.171,2.999,52.4,141,deg,d4SigUU,0.0799349,nb GeV^-4,0.0286612,0.00716052,CLAS,e-,5.88,p,0.938272088
2513,0.358,-0.17,3,67.4,141,deg,d4SigUU,0.0554302,nb GeV^-4,0.0485934,0.00323211,CLAS,e-,5.88,p,0.938272088
2514,0.358,-0.17,3,292.6,141,deg,d4SigUU,0.054155,nb GeV^-4,0.0292711,0.00364311,CLAS,e-,5.88,p,0.938272088
2515,0.358,-0.171,2.999,307.6,141,deg,d4SigUU,0.664655,nb GeV^-4,0.48699,0.0389811,CLAS,e-,5.88,p,0.938272088
2516,0.358,-0.171,2.998,337.5,141,deg,d4SigUU,0.12698,nb GeV^-4,0.0364975,0.00850134,CLAS,e-,5.88,p,0.938272088
2517,0.363,-0.206,3.049,7.5,142,deg,d4SigUU,0.106121,nb GeV^-4,0.00967946,0.010568,CLAS,e-,5.88,p,0.938272088
2518,0.363,-0.206,3.049,22.4,142,deg,d4SigUU,0.0733631,nb GeV^-4,0.00720645,0.00519507,CLAS,e-,5.88,p,0.938272088
2519,0.364,-0.206,3.049,37.3,142,deg,d4SigUU,0.0637033,nb GeV^-4,0.00570576,0.00447477,CLAS,e-,5.88,p,0.938272088
2520,0.364,-0.205,3.05,52.3,142,deg,d4SigUU,0.0640428,nb GeV^-4,0.00577026,0.00415908,CLAS,e-,5.88,p,0.938272088
2521,0.364,-0.205,3.051,67.3,142,deg,d4SigUU,0.0575083,nb GeV^-4,0.00561417,0.00373766,CLAS,e-,5.88,p,0.938272088
2522,0.364,-0.204,3.052,82.3,142,deg,d4SigUU,0.0801076,nb GeV^-4,0.0132274,0.0070708,CLAS,e-,5.88,p,0.938272088
2523,0.364,-0.204,3.053,97.3,142,deg,d4SigUU,0.0447052,nb GeV^-4,0.0120992,0.0103848,CLAS,e-,5.88,p,0.938272088
2524,0.364,-0.204,3.053,262.7,142,deg,d4SigUU,0.0619388,nb GeV^-4,0.012132,0.00452868,CLAS,e-,5.88,p,0.938272088
2525,0.364,-0.204,3.052,277.7,142,deg,d4SigUU,0.0550282,nb GeV^-4,0.00706879,0.00358186,CLAS,e-,5.88,p,0.938272088
2526,0.364,-0.205,3.05,307.7,142,deg,d4SigUU,0.067887,nb GeV^-4,0.00692305,0.00502768,CLAS,e-,5.88,p,0.938272088
2527,0.364,-0.206,3.049,322.7,142,deg,d4SigUU,0.0840841,nb GeV^-4,0.00693612,0.00689708,CLAS,e-,5.88,p,0.938272088
2528,0.363,-0.206,3.049,337.6,142,deg,d4SigUU,0.0936393,nb GeV^-4,0.00674378,0.00741729,CLAS,e-,5.88,p,0.938272088
2529,0.363,-0.206,3.049,352.5,142,deg,d4SigUU,0.110533,nb GeV^-4,0.00954673,0.00875908,CLAS,e-,5.88,p,0.938272088
2530,0.364,-0.265,3.059,7.4,143,deg,d4SigUU,0.116269,nb GeV^-4,0.00744659,0.0075188,CLAS,e-,5.88,p,0.938272088
2531,0.364,-0.265,3.057,22.3,143,deg,d4SigUU,0.111541,nb GeV^-4,0.00758883,0.00679435,CLAS,e-,5.88,p,0.938272088
2532,0.364,-0.264,3.055,37.2,143,deg,d4SigUU,0.0942425,nb GeV^-4,0.00619224,0.00554701,CLAS,e-,5.88,p,0.938272088
2533,0.364,-0.264,3.054,52.2,143,deg,d4SigUU,0.0656328,nb GeV^-4,0.00445332,0.00392701,CLAS,e-,5.88,p,0.938272088
2534,0.364,-0.263,3.053,67.2,143,deg,d4SigUU,0.0523187,nb GeV^-4,0.00407309,0.00347767,CLAS,e-,5.88,p,0.938272088
2535,0.365,-0.263,3.054,82.2,143,deg,d4SigUU,0.0410116,nb GeV^-4,0.0036639,0.00302392,CLAS,e-,5.88,p,0.938272088
2536,0.365,-0.263,3.054,97.2,143,deg,d4SigUU,0.0417018,nb GeV^-4,0.00462455,0.00261763,CLAS,e-,5.88,p,0.938272088
2537,0.365,-0.262,3.055,112.3,143,deg,d4SigUU,0.0300631,nb GeV^-4,0.00368253,0.00197663,CLAS,e-,5.88,p,0.938272088
2538,0.365,-0.262,3.057,127.3,143,deg,d4SigUU,0.0261877,nb GeV^-4,0.00365851,0.00709624,CLAS,e-,5.88,p,0.938272088
2539,0.365,-0.262,3.058,217.6,143,deg,d4SigUU,0.0260033,nb GeV^-4,0.00720285,0.00185988,CLAS,e-,5.88,p,0.938272088
2540,0.365,-0.262,3.057,232.7,143,deg,d4SigUU,0.0320963,nb GeV^-4,0.00703853,0.00216666,CLAS,e-,5.88,p,0.938272088
2541,0.365,-0.262,3.055,247.7,143,deg,d4SigUU,0.0395166,nb GeV^-4,0.00488682,0.00317778,CLAS,e-,5.88,p,0.938272088
2542,0.365,-0.263,3.054,262.8,143,deg,d4SigUU,0.0340699,nb GeV^-4,0.00288371,0.00207707,CLAS,e-,5.88,p,0.938272088
2543,0.365,-0.263,3.054,277.8,143,deg,d4SigUU,0.0587737,nb GeV^-4,0.0054334,0.00393195,CLAS,e-,5.88,p,0.938272088
2544,0.364,-0.263,3.053,292.8,143,deg,d4SigUU,0.0489163,nb GeV^-4,0.00463827,0.00592083,CLAS,e-,5.88,p,0.938272088
2545,0.364,-0.264,3.054,307.8,143,deg,d4SigUU,0.086787,nb GeV^-4,0.00819075,0.00582031,CLAS,e-,5.88,p,0.938272088
2546,0.364,-0.264,3.055,322.8,143,deg,d4SigUU,0.0796732,nb GeV^-4,0.00482005,0.00509956,CLAS,e-,5.88,p,0.938272088
2547,0.364,-0.265,3.057,337.7,143,deg,d4SigUU,0.107985,nb GeV^-4,0.00576829,0.00876011,CLAS,e-,5.88,p,0.938272088
2548,0.364,-0.265,3.059,352.6,143,deg,d4SigUU,0.154979,nb GeV^-4,0.00958522,0.00927824,CLAS,e-,5.88,p,0.938272088
2549,0.364,-0.343,3.038,7.5,144,deg,d4SigUU,0.120453,nb GeV^-4,0.00624184,0.00904346,CLAS,e-,5.88,p,0.938272088
2550,0.364,-0.344,3.057,22.3,144,deg,d4SigUU,0.114373,nb GeV^-4,0.00697882,0.0102467,CLAS,e-,5.88,p,0.938272088
2551,0.364,-0.343,3.057,37.1,144,deg,d4SigUU,0.0674475,nb GeV^-4,0.00435413,0.00510624,CLAS,e-,5.88,p,0.938272088
2552,0.364,-0.343,3.054,52.1,144,deg,d4SigUU,0.0584087,nb GeV^-4,0.00387808,0.00354768,CLAS,e-,5.88,p,0.938272088
