,x,Q2,t,phi,value,stat_u,syst_u,col,obsv,units,target,beam,energy (GeV)
1312,0.274,1.94,0.11,247.7,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1313,0.274,1.94,0.11,262.72,0.2107,0.0556,0.0371,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1314,0.274,1.94,0.11,277.72,0.2091,0.0482,0.0292,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1315,0.274,1.94,0.11,292.72,0.3457,0.0543,0.0678,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1316,0.274,1.94,0.11,307.7,0.4118,0.044,0.0294,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1317,0.274,1.94,0.11,322.66,0.4278,0.0393,0.032,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1318,0.274,1.94,0.11,337.6,0.3885,0.0372,0.0411,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1319,0.274,1.94,0.11,352.54,0.438,0.0458,0.0375,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1320,0.274,1.94,0.15,7.43,0.4069,0.0368,0.0271,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1321,0.274,1.94,0.15,22.31,0.4165,0.033,0.0331,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1322,0.274,1.94,0.15,37.23,0.3557,0.0268,0.0269,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1323,0.274,1.94,0.15,52.19,0.3116,0.0251,0.0186,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1324,0.274,1.94,0.15,67.18,0.223,0.0239,0.0208,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1325,0.274,1.94,0.15,82.18,0.1756,0.0249,0.0232,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1326,0.274,1.94,0.15,97.2,0.1691,0.0227,0.0151,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1327,0.274,1.94,0.15,112.24,0.1368,0.0257,0.0275,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1328,0.274,1.94,0.15,127.28,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1329,0.274,1.94,0.15,142.33,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1330,0.274,1.94,0.15,157.4,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1331,0.274,1.94,0.15,172.46,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1332,0.274,1.94,0.15,187.54,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1333,0.274,1.94,0.15,202.6,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1334,0.274,1.94,0.15,217.67,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1335,0.274,1.94,0.15,232.72,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1336,0.274,1.94,0.15,247.76,0.1482,0.0332,0.0501,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1337,0.274,1.94,0.15,262.8,0.1245,0.018,0.0235,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1338,0.274,1.94,0.15,277.82,0.1916,0.0234,0.0142,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1339,0.274,1.94,0.15,292.82,0.2161,0.0274,0.019,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1340,0.274,1.94,0.15,307.81,0.2956,0.0284,0.0232,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1341,0.274,1.94,0.15,322.77,0.3959,0.0294,0.0346,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1342,0.274,1.94,0.15,337.69,0.4719,0.0316,0.0383,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1343,0.274,1.94,0.15,352.57,0.4457,0.0352,0.0572,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1344,0.274,1.94,0.2,7.39,0.4953,0.0371,0.0307,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1345,0.274,1.94,0.2,22.22,0.401,0.0306,0.0273,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1346,0.274,1.94,0.2,37.12,0.3268,0.0248,0.0287,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1347,0.274,1.94,0.2,52.09,0.2833,0.0237,0.0231,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1348,0.274,1.94,0.2,67.1,0.1406,0.0185,0.0133,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1349,0.274,1.94,0.2,82.12,0.1282,0.0194,0.0176,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1350,0.274,1.94,0.2,97.16,0.1173,0.016,0.03,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1351,0.274,1.94,0.2,112.21,0.0964,0.0145,0.0205,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1352,0.274,1.94,0.2,127.26,0.0718,0.0178,0.0105,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1353,0.274,1.94,0.2,142.32,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1354,0.274,1.94,0.2,157.39,0.0689,0.0353,0.0321,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1355,0.274,1.94,0.2,172.46,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1356,0.274,1.94,0.2,187.54,0.0769,0.0394,0.0548,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1357,0.274,1.94,0.2,202.61,0.0741,0.0269,0.013,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1358,0.274,1.94,0.2,217.68,0.0586,0.0211,0.0134,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1359,0.274,1.94,0.2,232.74,0.0794,0.0238,0.022,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1360,0.274,1.94,0.2,247.79,0.0625,0.0132,0.0047,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1361,0.274,1.94,0.2,262.84,0.0907,0.0125,0.0161,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1362,0.274,1.94,0.2,277.88,0.1277,0.0164,0.022,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1363,0.274,1.94,0.2,292.9,0.1568,0.0224,0.011,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1364,0.274,1.94,0.2,307.91,0.24,0.0253,0.0247,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1365,0.274,1.94,0.2,322.88,0.3524,0.0269,0.0269,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1366,0.274,1.94,0.2,337.78,0.4428,0.0285,0.0297,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1367,0.274,1.94,0.2,352.61,0.482,0.0328,0.0319,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1368,0.274,1.94,0.26,7.47,0.45,0.0284,0.0456,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1369,0.274,1.94,0.26,22.11,0.3698,0.0245,0.0256,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1370,0.274,1.94,0.26,37.0,0.2619,0.0175,0.0176,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1371,0.274,1.94,0.26,51.99,0.2121,0.0158,0.0185,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1372,0.274,1.94,0.26,67.02,0.1333,0.0142,0.0086,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1373,0.274,1.94,0.26,82.07,0.0994,0.0142,0.0164,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1374,0.274,1.94,0.26,97.12,0.0682,0.0106,0.0073,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1375,0.274,1.94,0.26,112.19,0.0752,0.0115,0.0167,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1376,0.274,1.94,0.26,127.25,0.0733,0.0179,0.0207,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1377,0.274,1.94,0.26,142.31,0.0696,0.0358,0.045,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1378,0.274,1.94,0.26,157.39,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1379,0.274,1.94,0.26,172.46,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1380,0.274,1.94,0.26,187.54,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1381,0.274,1.94,0.26,202.61,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1382,0.274,1.94,0.26,217.69,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1383,0.274,1.94,0.26,232.75,0.033,0.0139,0.0126,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1384,0.274,1.94,0.26,247.81,0.0399,0.0097,0.0145,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1385,0.274,1.94,0.26,262.88,0.0621,0.0092,0.0198,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1386,0.274,1.94,0.26,277.93,0.1124,0.0129,0.009,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1387,0.274,1.94,0.26,292.98,0.1663,0.0179,0.0279,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1388,0.274,1.94,0.26,308.01,0.2173,0.0207,0.0272,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1389,0.274,1.94,0.26,323.0,0.2853,0.0194,0.0234,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1390,0.274,1.94,0.26,337.89,0.4111,0.0225,0.0279,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1391,0.274,1.94,0.26,352.53,0.4757,0.0265,0.0301,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1392,0.275,1.94,0.34,7.9,0.5178,0.0333,0.06,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1393,0.275,1.94,0.34,22.4,0.3707,0.0224,0.0243,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1394,0.275,1.94,0.34,36.83,0.2025,0.0134,0.02,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1395,0.275,1.94,0.34,51.88,0.1272,0.0104,0.0119,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1396,0.275,1.94,0.34,66.95,0.0933,0.0098,0.0058,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1397,0.275,1.94,0.34,82.02,0.061,0.0092,0.0047,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1398,0.275,1.94,0.34,97.09,0.0382,0.0075,0.0135,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1399,0.275,1.94,0.34,112.16,0.0355,0.0092,0.0072,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1400,0.275,1.94,0.34,127.24,0.0221,0.0122,0.0169,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1401,0.275,1.94,0.34,142.31,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1402,0.275,1.94,0.34,157.39,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1403,0.275,1.94,0.34,172.46,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1404,0.275,1.94,0.34,187.54,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1405,0.275,1.94,0.34,202.61,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1406,0.275,1.94,0.34,217.69,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1407,0.275,1.94,0.34,232.76,0.0512,0.0237,0.0134,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1408,0.275,1.94,0.34,247.84,0.0339,0.0103,0.0093,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1409,0.275,1.94,0.34,262.91,0.0618,0.0091,0.0165,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1410,0.275,1.94,0.34,277.98,0.0704,0.0084,0.0075,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1411,0.275,1.94,0.34,293.05,0.1013,0.0118,0.0082,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1412,0.275,1.94,0.34,308.12,0.1347,0.014,0.0215,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1413,0.275,1.94,0.34,323.17,0.218,0.0151,0.0221,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1414,0.275,1.94,0.34,337.6,0.3271,0.0182,0.0322,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1415,0.275,1.94,0.34,352.1,0.5466,0.0296,0.0421,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1416,0.275,1.94,0.45,9.6,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1417,0.275,1.94,0.45,23.78,0.2723,0.0194,0.031,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1418,0.275,1.94,0.45,36.63,0.1771,0.0107,0.0139,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1419,0.275,1.94,0.45,51.76,0.0984,0.0076,0.0073,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1420,0.275,1.94,0.45,66.87,0.0628,0.0065,0.0093,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1421,0.275,1.94,0.45,81.97,0.0461,0.0071,0.0117,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1422,0.275,1.94,0.45,97.06,0.026,0.0059,0.0084,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1423,0.275,1.94,0.45,112.14,0.0346,0.011,0.0085,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1424,0.275,1.94,0.45,127.22,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1425,0.275,1.94,0.45,142.31,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1426,0.275,1.94,0.45,157.37,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1427,0.275,1.94,0.45,172.45,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1428,0.275,1.94,0.45,187.55,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1429,0.275,1.94,0.45,202.63,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1430,0.275,1.94,0.45,217.69,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1431,0.275,1.94,0.45,232.78,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1432,0.275,1.94,0.45,247.86,0.0156,0.0073,0.0084,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1433,0.275,1.94,0.45,262.94,0.0339,0.0067,0.0029,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1434,0.275,1.94,0.45,278.03,0.0393,0.0052,0.0053,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1435,0.275,1.94,0.45,293.13,0.0706,0.0077,0.0052,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1436,0.275,1.94,0.45,308.24,0.0993,0.01,0.0062,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1437,0.275,1.94,0.45,323.37,0.1604,0.0107,0.019,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1438,0.275,1.94,0.45,336.22,0.3264,0.0175,0.0198,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1439,0.275,1.94,0.45,350.4,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1440,0.274,2.35,0.11,7.49,0.6703,0.0556,0.0566,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1441,0.274,2.35,0.11,22.51,0.6117,0.0447,0.0443,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1442,0.274,2.35,0.11,37.42,0.4804,0.0368,0.0432,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1443,0.274,2.35,0.11,52.31,0.3692,0.0372,0.0394,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1444,0.274,2.35,0.11,67.29,0.327,0.0476,0.0443,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1445,0.274,2.35,0.11,82.29,0.3249,0.0597,0.0588,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1446,0.274,2.35,0.11,97.3,0.2333,0.054,0.0485,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1447,0.274,2.35,0.11,112.32,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1448,0.274,2.35,0.11,127.35,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1449,0.274,2.35,0.11,142.39,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1450,0.274,2.35,0.11,157.43,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1451,0.274,2.35,0.11,172.48,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1452,0.274,2.35,0.11,187.52,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1453,0.274,2.35,0.11,202.57,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1454,0.274,2.35,0.11,217.61,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1455,0.274,2.35,0.11,232.65,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1456,0.274,2.35,0.11,247.68,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1457,0.274,2.35,0.11,262.7,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1458,0.274,2.35,0.11,277.71,0.294,0.0568,0.0396,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1459,0.274,2.35,0.11,292.71,0.3755,0.0547,0.0542,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1460,0.274,2.35,0.11,307.69,0.5039,0.0482,0.049,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1461,0.274,2.35,0.11,322.58,0.6222,0.0448,0.077,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1462,0.274,2.35,0.11,337.49,0.572,0.0438,0.0353,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1463,0.274,2.35,0.11,352.51,0.5516,0.0479,0.0576,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1464,0.275,2.35,0.15,7.54,0.7414,0.046,0.0907,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1465,0.275,2.35,0.15,22.53,0.7748,0.0412,0.0697,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1466,0.275,2.35,0.15,37.55,0.6132,0.032,0.0406,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1467,0.275,2.35,0.15,52.38,0.4426,0.0275,0.0287,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1468,0.275,2.35,0.15,67.17,0.3317,0.0268,0.0308,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1469,0.275,2.35,0.15,82.19,0.249,0.0243,0.0196,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1470,0.275,2.35,0.15,97.22,0.2742,0.0246,0.0231,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1471,0.275,2.35,0.15,112.26,0.1408,0.0222,0.0137,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1472,0.275,2.35,0.15,127.31,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1473,0.275,2.35,0.15,142.36,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1474,0.275,2.35,0.15,157.41,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1475,0.275,2.35,0.15,172.47,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1476,0.275,2.35,0.15,187.53,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1477,0.275,2.35,0.15,202.59,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1478,0.275,2.35,0.15,217.64,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1479,0.275,2.35,0.15,232.69,0.0,0.0,0.0,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1480,0.275,2.35,0.15,247.74,0.1942,0.0299,0.0208,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1481,0.275,2.35,0.15,262.78,0.2109,0.021,0.0204,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1482,0.275,2.35,0.15,277.81,0.2595,0.0234,0.0169,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1483,0.275,2.35,0.15,292.83,0.2928,0.0256,0.0193,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1484,0.275,2.35,0.15,307.62,0.5042,0.0316,0.0341,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1485,0.275,2.35,0.15,322.45,0.5972,0.0315,0.0453,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1486,0.275,2.35,0.15,337.47,0.7942,0.0391,0.0655,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1487,0.275,2.35,0.15,352.46,0.7004,0.044,0.0747,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1488,0.275,2.35,0.2,7.61,1.0196,0.0655,0.1121,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1489,0.275,2.35,0.2,22.79,0.6189,0.0416,0.055,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1490,0.275,2.35,0.2,37.67,0.5767,0.0319,0.0522,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1491,0.275,2.35,0.2,52.38,0.366,0.0245,0.0242,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
1492,0.275,2.35,0.2,67.08,0.2377,0.0222,0.0203,CLAS,d4sigma/dQ2 dxb dt dphi,nb/GeV4,proton,e,3.417046671
